cidade,cnpj,data,requisicao,valor
TRES PASSOS,18.615.877/0001-52,2015-04-17,82684,150.0
PALMEIRA DAS MISSOES,03.412.246/0001-69  ,2015-04-18,82684,140.0
SANTA ROSA,90.533.316/0001-31  ,2015-06-26,84318,27.0
SAO BORJA,03.748.529/0001-86,2015-07-03,84481,14.0
SAO BORJA,04.511.819/0001-74,2015-07-03,84481,197.0
BRASILIA,01.652.106/0001-32,2015-07-08,84496,354.2
SANTANA DO LIVRAMENTO,88.378.138/0001-70  ,2015-07-10,84721,13.51
PELOTAS,92.192.368/0001-17  ,2015-07-10,84721,185.0
BRASILIA,01.652.106/0001-32,2015-08-20,85477,398.2
PALMEIRA DAS MISSOES,94.787.553/0001-80,2015-08-21,85481,28.35
SALTO DO JACUI,88.988.787/0001-92,2015-08-26,85643,70.0
ESPUMOSO,04.280.284/0001-78  ,2015-08-28,85643,125.0
ESPUMOSO,02.973.765/0001-33,2015-10-28,87030,21.0
ESPUMOSO,04.280.284/0001-78  ,2015-10-29,87030,125.0
TAPERA,07.424.006/0001-35  ,2015-10-29,87030,22.0
CONSTANTINA,17.794.948/0001-69,2015-10-29,87030,30.0
SARANDI,00.720.498/0001-67  ,2015-10-30,87030,100.0
SAO BORJA,04.511.819/0001-74,2015-11-06,87176,180.0
GUAPORE,17.430.386/0001-74,2015-11-20,87537,110.0
ESPUMOSO,04.280.284/0001-78  ,2015-11-21,87537,109.0
CRUZ ALTA,89.120.141/0005-85  ,2015-11-27,87712,175.0
POUSO NOVO,09.404.504/0001-41,2015-02-19,81283,33.0
IJUI,09.325.108/0001-29,2015-02-20,81283,122.5
GUARANI DAS MISSOES,07.443.189/0001-36  ,2015-02-20,81283,29.0
RIO PARDO,91.947.036/0003-02,2015-03-06,81689,111.51
NAO-ME-TOQUE,91.495.549/0028-70,2015-03-09,81696,28.0
RIO PARDO,91.947.036/0003-02,2015-03-24,81995,96.5
POUSO NOVO,09.404.504/0001-41,2015-03-27,82107,12.0
CRUZ ALTA,15.403.107/0001-58,2015-03-28,82107,85.0
SAO PEDRO DO SUL,05.410.130/0001-16,2015-04-23,82799,22.0
SERAFINA CORREA,88.215.447/0001-29  ,2015-04-25,82801,17.0
SALVADOR DO SUL,06.169.573/0001-20,2015-05-04,82952,18.9
IJUI,09.325.108/0001-29,2015-05-07,83166,80.0
CANDELARIA,06.283.822/0001-03  ,2015-05-08,83167,12.0
CAMAQUA,01.552.612/0001-50,2015-05-15,83375,12.0
SANTA MARIA,14.720.258/0001-77,2015-05-20,83435,7.0
COTIPORA,88.676.093/0002-09,2015-05-23,83515,176.6
BRASILIA,10.580.005/0003-56,2015-05-26,83611,19.26
ENCANTADO,09.107.592/0001-10,2015-06-01,83718,161.98
RESTINGA SECA,00.839.916/0001-30  ,2015-06-08,83819,20.0
WESTFALIA,13.045.790/0001-73,2015-06-12,83912,19.0
NOVA PRATA,04.305.782/0001-28  ,2015-06-22,84194,21.93
SANTA MARIA,87.495.909/0001-46,2015-06-26,84273,70.0
TEUTONIA,15.651.363/0001-64,2015-06-29,84286,19.0
TIO HUGO,09.250.186/0001-01,2015-07-06,84403,11.5
POUSO NOVO,09.404.504/0001-41,2015-07-11,84571,10.0
CACHOEIRA DO SUL,95.172.409/0001-00  ,2015-07-22,84859,20.0
CACHOEIRA DO SUL,87.768.263/0001-23  ,2015-07-23,84859,70.0
TIO HUGO,01.809.606/0001-35  ,2015-07-29,85024,23.5
NAO-ME-TOQUE,13.325.770/0001-56,2015-07-30,85024,102.5
IJUI,09.325.108/0001-29,2015-07-31,85024,72.5
IJUI,05.705.882/0001-04  ,2015-07-31,85024,5.0
POUSO NOVO,09.404.504/0001-41,2015-08-03,85028,6.0
BRASILIA,10.580.005/0003-56,2015-08-12,85200,20.51
FLORIANOPOLIS,06.043.972/0001-40,2015-08-19,85432,16.75
FLORIANOPOLIS,09.967.852/0001-27,2015-08-20,85432,231.65
BRASILIA,10.580.005/0003-56,2015-08-25,85489,21.86
SANTA CRUZ DO SUL,04.461.728/0001-71  ,2015-08-28,85799,20.0
LAGOA VERMELHA,16.561.560/0001-55,2015-09-11,85997,15.0
CRISTAL,03.007.458/0001-60  ,2015-09-14,85998,22.5
VENANCIO AIRES,91.369.694/0001-94  ,2015-09-18,86183,29.6
OSORIO,18.208.391/0001-08,2015-10-05,86432,21.5
BRASILIA,10.580.005/0003-56,2015-10-14,86569,16.56
POUSO NOVO,09.404.504/0001-41,2015-10-23,86915,16.0
CAICARA,92.296.227/0001-44,2015-10-24,86915,53.0
POVO NOVO,09.404.504/0001-41,2015-11-08,87138,21.0
CARAZINHO,88.446.745/0001-20,2015-11-09,87138,126.0
ILOPOLIS,10.836.083/0002-98,2015-11-13,87326,18.0
SAO MARTINHO,04.593.479/0001-78  ,2015-12-11,87924,65.0
SANTO ANGELO,95.025.185/0001-03,2015-12-11,87924,20.0
POUSO NOVO,09.404.504/0001-41,2015-12-12,87925,20.0
SAO FRANCISCO DE PAULA,01.045.826/0001-30,2015-12-18,88116,6.0
VESPASIANO CORREA,04.740.263/0001-98,2015-12-29,88117,16.0
OSORIO,10.378.960/0001-43,2015-04-17,82885,39.4
TEUTONIA,04.616.060/0001-94  ,2015-05-21,83508,10.0
CAPAO DA CANOA,94.783.800/0001-70,2015-05-23,83555,10.0
SAO GABRIEL,07.004.809/0001-30  ,2015-05-28,83664,7.0
SANTANA DO LIVRAMENTO,94.625.472/0001-83  ,2015-05-29,83664,1.99
ROSARIO DO SUL,89.371.058/0002-36,2015-05-30,83664,11.75
BARRACAO,13.325.193/0001-00,2015-06-08,83941,18.0
LAGOA VERMELHA,02.205.972/0001-48,2015-06-09,83941,6.0
SAO GABRIEL,88.231.931/0001-41  ,2015-10-14,86647,72.0
SAO GABRIEL,86.862.224/0001-28  ,2015-10-16,86647,214.0
SAO FRANCISCO DE PAULA,10.833.458/0001-85,2015-12-04,87900,6.0
TAPES,87.209.235/0003-38,2015-02-07,81117,50.01
GRAMADO,89.470.462/0011-58  ,2015-02-08,81117,38.01
CAPAO DA CANOA,06.954.851/0008-26,2015-02-26,81401,100.0
PANTANO GRANDE,95.106.993/0001-97  ,2015-03-05,81603,151.01
ALEGRETE,87.540.225/0001-19  ,2015-03-05,81603,128.01
BARRA DO QUARAI,07.406.296/0001-94,2015-03-06,81603,100.01
ALEGRETE,87.540.225/0001-19  ,2015-03-08,81603,120.03
SANTANA DO LIVRAMENTO,88.124.375/0001-04  ,2015-03-27,82132,100.01
SAO GABRIEL,07.004.809/0001-30  ,2015-03-28,82132,197.02
ALEGRETE,87.540.225/0006-23,2015-04-16,82605,148.21
ROSARIO DO SUL,04.715.175/0001-36  ,2015-04-17,82605,35.0
ALEGRETE,87.540.225/0001-19  ,2015-05-15,83378,158.05
SAO BORJA,04.642.623/0001-19,2015-05-16,83378,152.02
CACHOEIRA DO SUL,00.272.169/0010-91,2015-06-05,83840,201.71
SANTA CRUZ DO SUL,06.159.514/0001-70,2015-06-08,83840,28.0
ERECHIM,03.815.137/0001-92  ,2015-06-15,83982,145.0
SANTA ROSA,08.029.317/0001-62,2015-06-19,84157,139.0
RIO GRANDE,93.489.243/0007-01,2015-07-13,84712,150.0
ALEGRETE,15.021.675/0001-94,2015-08-13,85275,45.0
ALEGRETE,87.540.225/0006-23,2015-08-14,85275,142.1
ALEGRETE,92.178.227/0002-20,2015-08-27,85696,197.03
PORTO MAUA,87.616.413/0001-83,2015-08-28,85696,140.0
ALEGRETE,87.540.225/0006-23,2015-09-24,86205,150.0
ALEGRETE,87.540.225/0006-23,2015-09-25,86205,80.0
GRAMADO,07.881.468/0001-81,2015-10-09,86555,100.0
GRAMADO,07.881.468/0001-81,2015-10-10,86555,130.13
ALEGRETE,08.474.126/0001-00,2015-10-17,86630,19.5
ALEGRETE,87.540.225/0006-23,2015-10-18,86630,124.01
ALEGRETE,87.540.225/0006-23,2015-10-29,86966,56.85
BAGE,05.607.606/0001-03,2015-11-19,87541,100.0
SANTANA DO LIVRAMENTO,88.124.375/0001-04  ,2015-11-20,87541,123.0
SANTANA DO LIVRAMENTO,14.731.230/0001-35,2015-12-04,87847,54.0
SANTANA DO LIVRAMENTO,88.124.375/0001-04  ,2015-12-05,87847,150.0
ALEGRETE,87.540.225/0001-19  ,2015-12-19,88007,100.0
POUSO NOVO,09.404.504/0001-41,2015-01-15,80992,28.5
CATUIPE,90.097.486/0001-10,2015-01-16,80992,4.0
TORRES,89.639.751/0002-47  ,2015-02-14,81224,7.0
IGREJINHA,03.853.398/0001-05  ,2015-02-23,81353,15.0
OSORIO,11.856.832/0001-20,2015-03-02,81470,7.0
SANTO ANGELO,96.201.512/0001-95  ,2015-03-20,81990,150.0
IJUI,06.096.110/0001-85,2015-03-21,81990,131.0
IJUI,05.705.882/0001-04  ,2015-03-22,81990,9.5
BOA VISTA DO BURICA,13.233.371/0001-65,2015-03-23,81990,20.0
ITATI,08.972.915/0001-70,2015-04-10,82543,26.0
GRAMADO,07.881.468/0001-81,2015-04-16,82712,7.75
TORRES,10.321.761/0002-80,2015-04-24,82807,19.0
BRASILIA,04.658.403/0001-83,2015-04-28,82888,50.0
SANTO ANGELO,96.201.512/0001-95  ,2015-05-01,82955,169.0
TORRES,10.338.916/0001-00,2015-05-08,83337,10.0
ARROIO DO SAL,18.410.156/0001-06,2015-05-16,83433,12.0
VITORIA,13.435.496/0001-78,2015-06-12,83986,531.3
TERRA DE AREIA,72.379.191/0001-55  ,2015-06-20,84113,20.0
BRASILIA,03.247.760/0002-77,2015-07-13,84613,79.73
SAO LUIZ GONZAGA,89.699.037/0001-63  ,2015-07-21,84975,118.5
SANTO ANGELO,96.201.512/0001-95  ,2015-07-22,84975,219.0
PALMEIRA DAS MISSOES,03.412.246/0001-69  ,2015-07-24,84975,120.0
IJUI,87.657.557/0001-88  ,2015-08-15,85330,240.0
FLORIANOPOLIS,09.967.852/0001-27,2015-08-20,85440,200.08
CACHOEIRA DO SUL,87.762.308/0001-52,2015-09-11,85956,21.0
BRASILIA,16.888.618/0001-70,2015-10-07,86489,348.5
VENANCIO AIRES,17.695.813/0007-31,2015-03-05,81633,100.0
SALVADOR DO SUL,03.229.863/0002-04,2015-03-06,81663,50.56
LAJEADO,02.558.109/0007-60  ,2015-03-07,81669,10.2
CARAA,89.899.082/0001-61  ,2015-03-08,81670,50.0
CAMAQUA,07.473.735/0071-94,2015-03-13,81799,22.5
ESTRELA,88.761.994/0001-00  ,2015-03-16,81802,10.0
CAMPESTRE DA SERRA,10.494.453/0001-75,2015-03-20,81962,6.0
TRES CACHOEIRAS,07.473.735/0039-54,2015-03-25,82194,177.57
LAJEADO,02.558.109/0007-60  ,2015-03-27,82196,136.82
VENANCIO AIRES,95.425.369/0016-39,2015-04-02,82270,200.0
OSORIO,94.943.594/0003-80  ,2015-04-03,82271,82.02
URUGUAIANA,68.811.702/0001-99  ,2015-04-11,82436,217.5
TRAMANDAI,91.873.281/0001-42  ,2015-04-20,82790,210.0
MARAU,04.517.057/0001-13,2015-04-24,82795,123.0
TRAMANDAI,91.873.281/0001-42  ,2015-04-28,82978,228.02
SANTO ANGELO,96.201.512/0001-95  ,2015-05-01,82984,330.0
TRAMANDAI,91.873.281/0001-42  ,2015-05-05,83152,183.0
BARAO,04.968.540/0001-14  ,2015-05-08,83153,131.0
TORRES,89.639.751/0002-47  ,2015-05-15,83357,227.05
POCOS DE CALDAS,20.971.621/0003-91,2015-05-29,83705,320.0
PASSO FUNDO,01.816.815/0001-06,2015-06-04,83792,119.0
SOBRADINHO,97.448.963/0001-94  ,2015-06-05,83792,83.5
BRASILIA,00.333.211/0001-46  ,2015-06-10,83894,506.0
TORRES,89.639.751/0002-47  ,2015-06-18,84142,115.04
CAXIAS DO SUL,20.221.256/0001-36,2015-06-20,84147,149.0
TRAMANDAI,91.873.281/0001-42  ,2015-06-22,84150,109.0
SANTA MARIA,87.676.185/0002-18,2015-06-26,84268,127.0
RESTINGA SECA,13.977.237/0001-79,2015-06-27,84268,70.0
MOSTARDAS,01.266.555/0001-42,2015-07-04,84422,80.0
PELOTAS,92.209.790/0005-61  ,2015-07-10,84604,128.0
SAO GABRIEL,87.459.525/0001-78  ,2015-07-11,84604,116.0
TRAMANDAI,91.873.281/0001-42  ,2015-07-12,84609,190.01
BRASILIA,00.333.211/0001-46  ,2015-07-16,84719,250.25
VALE REAL,07.473.735/0028-00,2015-07-17,84863,129.73
TRES CACHOEIRAS,07.473.735/0039-54,2015-07-21,84876,127.21
LAJEADO,07.172.954/0001-20  ,2015-07-22,84877,105.0
GRAMADO,89.470.462/0011-58  ,2015-07-23,84880,238.47
CARAA,89.899.082/0001-61  ,2015-07-24,84881,107.01
CARAA,89.899.082/0001-61  ,2015-07-26,84883,97.04
CARAZINHO,88.446.745/0001-20,2015-07-29,85034,110.0
PALMEIRA DAS MISSOES,01.595.146/0001-90  ,2015-07-29,85034,196.99
SANTO ANGELO,96.201.512/0001-95  ,2015-07-30,85034,150.0
CERRO LARGO,89.702.096/0001-43,2015-07-31,85034,73.0
IJUI,93.489.243/0049-60,2015-07-31,85034,224.0
CRUZ ALTA,20.835.471/0001-27,2015-08-01,85034,112.0
BRASILIA,00.333.211/0001-46  ,2015-08-20,85343,500.5
CHUI,00.784.258/0001-26  ,2015-08-24,85426,173.0
GUAPORE,17.430.386/0001-74,2015-09-04,85739,110.0
MARAU,08.078.940/0001-05,2015-09-05,85739,179.0
SAO DOMINGOS DO SUL,22.239.170/0001-66,2015-09-05,85739,50.0
PELOTAS,92.209.790/0005-61  ,2015-09-25,86189,133.0
CHUI,91.707.539/0001-30  ,2015-09-26,86189,167.0
SOBRADINHO,97.448.963/0001-94  ,2015-10-04,86463,60.0
JULIO DE CASTILHOS,09.335.039/0001-34,2015-10-29,86989,220.0
JULIO DE CASTILHOS,07.941.515/0001-35,2015-10-31,86989,213.0
SANTO ANGELO,96.201.512/0001-95  ,2015-11-14,87298,295.0
SAO GABRIEL,87.459.525/0001-78  ,2015-11-28,87645,183.0
SANTO ANTONIO DAS MISSOES,08.294.765/0001-93,2015-12-10,87957,218.89
SAO PAULO DAS MISSOES,08.587.531/0001-34,2015-12-11,87957,45.0
CERRO LARGO,89.702.096/0001-43,2015-12-12,87957,336.0
FONTOURA XAVIER,20.254.266/0001-78,2015-01-15,80966,32.0
SANTO ANGELO,95.425.369/0024-49,2015-01-16,80966,149.81
SANTO ANGELO,96.201.512/0001-95  ,2015-01-17,80966,98.0
CARAZINHO,04.144.661/0003-03,2015-01-18,80966,97.02
FONTOURA XAVIER,20.254.266/0001-78,2015-02-14,81176,8.5
TIO HUGO,03.229.863/0001-23  ,2015-02-15,81176,161.54
FONTOURA XAVIER,20.254.266/0001-78,2015-02-16,81176,28.0
FLORES DA CUNHA,17.748.596/0001-05,2015-02-19,81271,30.0
FLORES DA CUNHA,14.824.812/0001-66,2015-02-20,81271,92.0
GETULIO VARGAS,92.647.023/0006-15,2015-02-21,81271,80.08
CAXIAS DO SUL,03.083.887/0001-17,2015-02-22,81271,153.0
PANTANO GRANDE,95.106.993/0001-97  ,2015-03-06,81712,137.0
ESTRELA,11.078.080/0002-03,2015-03-07,81712,94.56
CARAZINHO,06.954.851/0005-83,2015-03-08,81712,152.03
NAO-ME-TOQUE,91.495.457/0003-31,2015-03-09,81712,30.0
NAO-ME-TOQUE,16.841.138/0001-53,2015-03-10,81712,4.0
NAO-ME-TOQUE,08.658.257/0001-47,2015-03-10,81712,65.03
SERAFINA CORREA,93.489.243/0002-05,2015-03-20,81949,76.12
SANTIAGO,04.145.398/0001-05  ,2015-03-21,81949,111.01
IJUI,09.178.743/0001-20,2015-03-21,81949,66.0
ERECHIM,92.584.168/0001-00,2015-03-26,82255,80.0
CASEIROS,88.845.847/0001-18,2015-03-27,82255,94.0
MORMACO,97.663.728/0057-90,2015-04-04,82256,164.92
FARROUPILHA,89.848.790/0001-73,2015-04-12,82429,61.0
FARROUPILHA,00.130.095/0001-68    ,2015-04-12,82429,13.75
TAPEJARA,01.991.461/0017-01,2015-04-16,82679,50.07
TAPEJARA,04.582.645/0005-64,2015-04-17,82679,79.42
GETULIO VARGAS,04.582.645/0003-00,2015-04-18,82679,44.56
GETULIO VARGAS,02.532.358/0001-90  ,2015-04-18,82679,27.0
TORRES,02.512.110/0001-68  ,2015-04-24,82765,126.23
OSORIO,20.844.683/0001-70,2015-04-24,82765,36.57
NOVA PETROPOLIS,11.205.834/0001-50,2015-05-02,83014,23.5
NOVA PETROPOLIS,93.453.413/0001-02  ,2015-05-03,83014,42.5
CASCA,88.589.775/0001-95,2015-05-08,83136,80.02
GETULIO VARGAS,02.532.358/0001-90  ,2015-05-09,83136,18.0
AGUA SANTA,06.969.629/0001-20,2015-05-09,83136,146.0
PARAISO DO SUL,09.616.078/0001-00,2015-05-15,83391,17.5
SAO FRANCISCO DE ASSIS,90.726.506/0124-24,2015-05-16,83391,127.12
SAO FRANCISCO DE ASSIS,10.453.060/0001-13,2015-05-16,83391,55.0
ERECHIM,92.584.168/0001-00,2015-05-21,83552,80.0
ERECHIM,03.500.427/0001-47  ,2015-05-22,83552,47.0
ERECHIM,92.584.168/0001-00,2015-05-28,83721,80.0
ERECHIM,90.079.864/0001-33  ,2015-05-28,83721,50.0
GETULIO VARGAS,04.565.557/0003-92,2015-05-29,83721,60.0
ERECHIM,92.584.168/0001-00,2015-06-15,84018,181.89
SANTO ANTONIO DO PLANALTO,89.485.353/0001-32  ,2015-06-19,84145,93.5
SANANDUVA,05.743.774/0001-26,2015-06-20,84145,61.6
COXILHA,07.703.034/0001-91,2015-07-01,84492,84.42
GETULIO VARGAS,04.565.557/0003-92,2015-07-02,84492,38.0
CARAZINHO,05.407.297/0001-28,2015-07-03,84492,45.64
CARAZINHO,07.095.800/0001-82,2015-07-03,84492,10.0
TIO HUGO,03.229.863/0001-23  ,2015-07-09,84708,101.64
ERECHIM,13.864.448/0001-03,2015-07-24,84920,23.5
ERECHIM,88.437.231/0001-08,2015-07-24,84920,107.45
ERECHIM,15.823.287/0001-27,2015-07-24,84920,82.9
IBIRUBA,90.657.289/0064-92,2015-08-02,85039,124.03
ERECHIM,92.584.168/0001-00,2015-08-03,85039,67.91
ERECHIM,07.274.097/0001-70  ,2015-08-03,85039,17.0
ENCANTADO,07.276.584/0001-71  ,2015-08-20,85562,128.76
ERECHIM,03.500.427/0001-47  ,2015-08-21,85562,29.75
GETULIO VARGAS,20.801.570/0001-98,2015-08-22,85562,108.21
FONTOURA XAVIER,04.647.411/0001-24  ,2015-09-04,85764,66.04
SANANDUVA,05.743.774/0001-26,2015-09-05,85764,69.27
SOLEDADE,93.786.762/0001-46  ,2015-09-21,86097,19.25
COXILHA,07.703.034/0001-91,2015-09-21,86097,105.02
ERECHIM,15.823.287/0001-27,2015-09-26,86227,73.0
ERECHIM,15.823.287/0001-27,2015-10-02,86359,115.9
ERECHIM,15.823.287/0001-27,2015-10-24,86810,79.9
CHAPADA,13.053.357/0001-80,2015-11-06,87183,168.71
COXILHA,07.703.034/0001-91,2015-11-07,87183,122.73
ERECHIM,09.399.113/0001-86,2015-11-07,87183,267.5
IBIACA,91.982.173/0001-08,2015-11-20,87562,104.0
CASEIROS,21.581.179/0001-98,2015-11-20,87562,17.0
GUAPORE,00.460.430/0001-96  ,2015-11-21,87562,25.0
LAGOA VERMELHA,01.991.461/0019-65,2015-11-21,87562,119.7
NAO-ME-TOQUE,08.658.257/0001-47,2015-11-22,87562,76.77
SAO FRANCISCO DE ASSIS,90.726.506/0124-24,2015-12-13,87981,189.02
SAO FRANCISCO DE ASSIS,10.453.060/0001-13,2015-12-14,87981,65.0
WESTFALIA,89.774.160/0038-93,2015-09-11,85983,193.71
CASCA,04.240.700/0001-04,2015-09-13,85985,140.01
GUAPORE,09.412.391/0001-26,2015-09-19,86114,50.0
LAGOA VERMELHA,18.414.307/0001-02,2015-09-21,86124,65.0
CASCA,05.037.059/0001-78  ,2015-09-26,86255,70.0
NOVA PRATA,61.758.330/0001-35  ,2015-09-27,86255,59.0
ERNESTINA,15.709.885/0001-70,2015-10-08,86557,5.5
MARAU,01.845.867/0001-00,2015-10-09,86575,11.0
MORMACO,16.902.699/0001-15,2015-10-16,86755,15.0
PASSO FUNDO,05.384.312/0001-60,2015-10-23,86836,162.0
CASCA,18.681.788/0001-04,2015-10-24,86838,12.0
CASEIROS,20.210.032/0001-29,2015-10-30,87082,10.0
IBIACA,12.876.662/0001-09,2015-10-31,87077,10.0
PASSO FUNDO,05.384.312/0001-60,2015-11-06,87156,55.0
CASCA,88.591.151/0001-02,2015-11-07,87156,50.0
NOVA PRATA,61.758.330/0001-35  ,2015-11-08,87156,63.0
ARROIO DO MEIO,09.014.610/0001-19,2015-11-14,87270,63.0
PROGRESSO,18.636.798/0001-28,2015-11-17,87397,17.0
POUSO NOVO,19.087.222/0001-11,2015-11-20,87569,55.0
LAGOA VERMELHA,89.958.177/0001-09,2015-11-21,87569,70.0
TIO HUGO,20.664.992/0001-69,2015-11-26,87639,50.0
PASSO FUNDO,14.926.793/0001-89,2015-11-27,87639,55.0
VERANOPOLIS,89.471.270/0001-94  ,2015-12-05,87846,60.0
BENTO GONCALVES,89.340.913/0001-60  ,2015-12-07,87849,77.25
CRISTAL,17.492.478/0001-89,2015-12-18,88092,72.0
ROSARIO DO SUL,10.415.613/0001-43,2015-12-19,88092,44.0
SAO VICENTE DO SUL,12.210.182/0001-04,2015-12-20,88092,68.0
TAPES,94.634.284/0001-11  ,2015-12-21,88092,65.0
SAO VALENTIM DO SUL,12.446.808/0001-86,2015-12-27,88093,18.0
IPE,17.978.793/0001-10,2015-01-15,81044,13.0
SAO MARCOS,10.371.535/0001-22,2015-01-26,81047,17.0
CAXIAS DO SUL,94.568.789/0001-25,2015-01-27,81057,6.0
PASSO FUNDO,88.961.339/0001-03  ,2015-02-17,81378,347.0
SANTO ANGELO,96.201.512/0001-95  ,2015-02-22,81381,330.0
TRAMANDAI,20.200.615/0001-79,2015-03-10,81851,11.75
CRUZ ALTA,14.298.754/0001-84,2015-03-15,81864,55.65
TUPARENDI,00.442.549/0001-36,2015-03-27,82179,4.0
CATUIPE,88.548.797/0001-07,2015-03-28,82179,35.0
TRES PASSOS,10.294.466/0001-09,2015-03-29,82179,55.0
SANTANA DO LIVRAMENTO,88.378.138/0001-70  ,2015-04-20,82697,880.0
TENENTE PORTELA,11.124.688/0001-38,2015-04-24,82753,90.0
FONTOURA XAVIER,07.328.406/0001-47  ,2015-04-25,82753,25.75
SAO GABRIEL,87.459.525/0001-78  ,2015-05-09,83180,116.0
SAO LUIZ GONZAGA,97.058.911/0001-01  ,2015-05-15,83517,24.32
SAO BORJA,04.511.819/0001-74,2015-05-16,83517,197.0
CANDELARIA,06.283.822/0001-03  ,2015-05-17,83517,75.0
BOA VISTA DO BURICA,14.487.579/0001-73,2015-05-30,83642,107.0
IJUI,06.096.110/0001-85,2015-06-26,84445,163.0
TENENTE PORTELA,11.124.688/0001-38,2015-07-31,85105,158.0
CERRO LARGO,87.704.409/0001-77,2015-08-28,85644,100.0
BOA VISTA DO BURICA,14.487.579/0001-73,2015-08-29,85644,90.0
TRES PASSOS,05.419.504/0001-64  ,2015-09-12,85986,135.0
SAO GABRIEL,87.459.525/0001-78  ,2015-09-25,86394,116.0
SANTANA DO LIVRAMENTO,00.697.928/0001-77,2015-09-26,86394,70.0
IJUI,06.096.110/0001-85,2015-10-02,86394,205.0
CERRO LARGO,89.702.096/0001-43,2015-10-11,86640,290.0
BARRACAO,19.364.118/0001-27,2015-10-24,87002,190.0
IBIRAIARAS,04.507.458/0001-92  ,2015-02-17,81254,186.0
SEBERI,09.621.750/0001-55,2015-02-21,81280,112.0
CANGUCU,01.785.233/0001-00  ,2015-02-27,81518,132.3
CACAPAVA DO SUL,88.976.972/0001-67  ,2015-02-28,81518,119.0
POUSO NOVO,19.087.222/0001-11,2015-03-07,81593,108.0
BARRA FUNDA,10.981.151/0001-21,2015-03-13,81776,88.5
LAGOA VERMELHA,89.958.177/0001-09,2015-03-22,81980,100.0
RODEIO BONITO,87.153.904/0001-35,2015-03-28,82229,93.0
SOLEDADE,16.369.345/0001-57,2015-04-09,82515,40.0
PANTANO GRANDE,12.345.667/0001-05,2015-04-24,82867,87.0
SAO GABRIEL,04.734.348/0001-63,2015-04-25,82867,45.0
SAO LOURENCO DO SUL,97.005.581/0003-58  ,2015-04-25,82867,150.0
BARRA FUNDA,10.981.151/0001-21,2015-04-30,82898,88.5
CAXIAS DO SUL,20.692.333/0001-36,2015-05-15,83338,12.0
FARROUPILHA,02.991.073/0001-18  ,2015-05-17,83346,21.0
POUSO NOVO,10.785.080/0001-91,2015-05-23,83591,21.0
BARRA FUNDA,10.981.151/0001-21,2015-05-24,83591,110.0
PIRATINI,92.794.700/0001-13  ,2015-05-26,83594,108.0
BARRA FUNDA,10.981.151/0001-21,2015-05-30,83660,213.0
BENTO GONCALVES,89.340.913/0001-60  ,2015-06-19,84189,194.0
RODEIO BONITO,87.153.904/0001-35,2015-06-27,84303,125.0
SOLEDADE,16.369.345/0001-57,2015-07-18,84794,67.5
CRUZ ALTA,03.386.906/0001-84,2015-07-19,84797,105.5
SOLEDADE,16.369.345/0001-57,2015-07-24,84898,75.0
BARRA FUNDA,10.981.151/0001-21,2015-07-25,84898,114.0
ANTONIO PRADO,02.977.322/0001-10  ,2015-08-12,85265,53.0
TIO HUGO,01.809.606/0001-35  ,2015-09-04,85770,17.0
LAGOA VERMELHA,89.958.177/0001-09,2015-10-09,86500,75.0
ROSARIO DO SUL,94.826.781/0001-11  ,2015-10-10,86500,98.0
DOIS LAJEADOS,18.093.390/0001-57,2015-10-18,86660,62.0
PELOTAS,12.581.103/0001-71,2015-10-21,86790,20.0
RODEIO BONITO,87.153.904/0001-35,2015-10-24,86864,100.0
SEBERI,89.377.006/0001-96,2015-10-25,86864,86.0
PASSO FUNDO,89.140.040/0001-42  ,2015-10-30,87049,105.0
SAO LOURENCO DO SUL,97.005.581/0003-58  ,2015-11-03,87055,18.5
SAO LOURENCO DO SUL,94.885.308/0001-05,2015-11-23,87509,23.5
SOLEDADE,16.369.345/0001-57,2015-11-27,87687,49.5
TRES PASSOS,05.419.504/0001-64  ,2015-11-28,87687,205.0
BARRA FUNDA,10.981.151/0001-21,2015-12-05,87840,110.0
BARRA FUNDA,10.981.151/0001-21,2015-12-12,87975,142.0
IMBE,08.305.576/0001-79,2015-03-26,82129,120.0
TORRES,89.639.751/0002-47  ,2015-03-27,82129,100.01
FLORES DA CUNHA,14.824.812/0001-66,2015-05-30,83631,209.0
VENANCIO AIRES,88.261.342/0001-06  ,2015-06-19,84075,182.0
GRAMADO,06.217.421/0001-55  ,2015-06-26,84272,100.0
MOSTARDAS,01.266.555/0001-42,2015-07-04,84452,100.0
TRAMANDAI,05.350.826/0001-02,2015-07-10,84566,130.0
BRASILIA,33.469.172/0016-44,2015-08-05,85085,47.63
TORRES,03.754.837/0001-14,2015-08-21,85393,60.0
TRAMANDAI,90.455.098/0001-64  ,2015-10-23,86798,146.0
FLORES DA CUNHA,02.580.494/0001-56,2015-02-19,81326,14.5
VERANOPOLIS,00.287.036/0002-89,2015-02-20,81326,186.1
NOVA BASSANO,01.540.969/0001-18  ,2015-03-20,81953,50.0
VILA FLORES,10.843.091/0001-80,2015-03-21,81953,55.5
VERANOPOLIS,04.606.672/0001-04  ,2015-04-10,82396,139.65
CHAPECO,10.700.404/0001-41,2015-04-24,82746,365.6
VILA FLORES,88.991.112/0001-00,2015-05-13,83344,30.0
VERANOPOLIS,05.936.969/0001-92,2015-05-14,83344,45.0
VISTA ALEGRE DO PRATA,15.469.064/0001-03,2015-05-15,83344,50.0
