cidade,cnpj,data,requisicao,valor
SANTANA DO LIVRAMENTO,88.378.138/0001-70  ,2017-04-01,95788,191.0
QUARAI,05.472.478/0001-38  ,2017-04-02,95788,160.0
SAO GABRIEL,86.862.224/0001-28  ,2017-04-03,95788,120.0
SANTA CRUZ DO SUL,89.193.973/0001-06  ,2017-04-03,95788,52.0
CACHOEIRA DO SUL,02.663.322/0001-46,2017-04-06,95997,26.9
PINHEIRO MACHADO,24.065.375/0001-06,2017-04-08,96000,25.0
PANTANO GRANDE,01.324.812/0001-55  ,2017-04-13,96162,95.8
RIO GRANDE,97.484.125/0001-76  ,2017-04-17,96162,219.0
CACHOEIRA DO SUL,02.663.322/0001-46,2017-04-20,96405,29.25
CANDIOTA,02.522.536/0001-00  ,2017-04-22,96405,33.0
CANDIOTA,02.522.536/0001-00  ,2017-04-26,96405,50.62
SANTANA DO LIVRAMENTO,88.124.375/0001-04  ,2017-04-27,96405,10.05
SANTANA DO LIVRAMENTO,73.802.936/0001-00,2017-04-28,96405,31.24
PINHEIRO MACHADO,24.065.375/0001-06,2017-04-29,96405,35.0
SANTA CRUZ DO SUL,91.637.330/0001-48,2017-05-05,96566,390.0
NOVO CABRAIS,09.367.600/0002-48,2017-05-08,96566,25.0
CACHOEIRA DO SUL,02.663.322/0001-46,2017-05-11,96759,25.0
DOM PEDRITO,06.300.041/0001-80,2017-05-12,96759,33.4
ACEGUA,12.200.928/0001-07,2017-05-13,96759,16.89
LAJEADO,03.315.515/0001-79,2017-05-15,96759,110.0
CACHOEIRA DO SUL,02.663.322/0001-46,2017-05-18,96862,51.7
CACHOEIRA DO SUL,02.663.322/0001-46,2017-05-25,97077,42.5
CACHOEIRA DO SUL,02.663.322/0001-46,2017-06-01,97304,24.4
SOBRADINHO,03.279.535/0001-31  ,2017-06-05,97298,108.0
FOZ DO IGUACU,78.095.023/0001-14,2017-06-08,97306,648.9
CANDIOTA,08.369.596/0001-03,2017-06-16,97490,12.71
ACEGUA,03.068.216/0001-87,2017-06-19,97490,40.0
CAMAQUA,12.774.298/0001-76,2017-06-26,97699,170.0
SANTA CRUZ DO SUL,91.637.330/0001-48,2017-06-29,97815,292.8
SOBRADINHO,03.279.535/0001-31  ,2017-07-09,98000,108.0
SAO PEDRO DO SUL,01.411.003/0001-80,2017-07-10,98000,70.0
GARIBALDI,87.858.338/0001-67,2017-07-17,98492,100.0
CACAPAVA DO SUL,88.976.972/0001-67  ,2017-07-18,98492,88.0
CACAPAVA DO SUL,74.787.433/0001-75,2017-08-06,98665,73.0
SAO LUIZ GONZAGA,89.699.037/0001-63  ,2017-08-07,98665,92.0
SAO GABRIEL,15.055.746/0001-70,2017-08-11,98798,90.0
PELOTAS,87.746.434/0002-02,2017-08-25,99235,116.0
ACEGUA,09.285.663/0001-74,2017-08-28,99240,86.6
CACHOEIRA DO SUL,02.663.322/0001-46,2017-08-29,99240,39.0
ENCANTADO,02.296.579/0001-07  ,2017-09-01,99325,110.0
IBIRUBA,04.216.442/0001-20  ,2017-09-02,99325,108.0
LAJEADO,03.315.515/0001-79,2017-09-03,99325,89.25
LAJEADO,03.315.515/0001-79,2017-09-04,99325,89.25
LAJEADO,03.315.515/0001-79,2017-09-07,99455,89.25
SANTA CRUZ DO SUL,91.637.330/0001-48,2017-09-08,99455,180.0
CACHOEIRA DO SUL,02.663.322/0001-46,2017-09-20,99810,54.5
PIRATINI,92.794.700/0001-13  ,2017-09-22,99810,80.0
CACAPAVA DO SUL,74.787.433/0001-75,2017-09-25,99810,70.0
CACHOEIRA DO SUL,02.663.322/0001-46,2017-10-05,100264,47.0
SANTA MARIA,87.676.185/0004-80,2017-10-20,100619,161.0
SAO BORJA,16.660.138/0001-57,2017-10-21,100619,110.0
URUGUAIANA,02.522.355/0001-76,2017-10-22,100619,105.0
PANTANO GRANDE,01.324.812/0001-55  ,2017-11-06,100914,56.8
QUARAI,05.472.478/0001-38  ,2017-11-11,101062,160.0
LAJEADO,03.315.515/0001-79,2017-11-13,101072,117.0
DOM PEDRITO,11.020.358/0001-00,2017-11-17,101224,180.0
SANTANA DO LIVRAMENTO,88.378.138/0001-70  ,2017-11-23,101389,373.0
CAPAO DO LEAO,09.273.885/0003-39,2017-11-24,101743,17.0
SAO GABRIEL,15.055.746/0001-70,2017-12-01,101627,90.0
QUARAI,05.472.478/0001-38  ,2017-12-02,101627,160.0
CACAPAVA DO SUL,74.787.433/0001-75,2017-12-15,101890,65.0
SANTANA DO LIVRAMENTO,03.258.062/0001-96  ,2017-12-17,101890,175.0
Camaquã,07.473.735/0071-94,2017-03-09,95077,26.62
PASSO FUNDO,93.222.883/0001-65,2017-03-17,95358,224.0
FREDERICO WESTPHALEN,89.982.664/0001-07  ,2017-03-18,95358,121.5
PELOTAS,92.192.368/0001-17  ,2017-05-26,96965,186.0
FARROUPILHA,24.127.954/0001-28,2017-06-02,97151,110.0
CRUZ ALTA,89.120.141/0006-66  ,2017-08-04,98681,118.0
SANTA CRUZ DO SUL,01.053.031/0001-73  ,2017-08-09,98864,17.0
PELOTAS,05.539.576/0001-45  ,2017-09-14,99615,190.0
SANTA MARIA,94.420.098/0001-80  ,2017-09-15,99615,126.0
FREDERICO WESTPHALEN,89.982.664/0001-07  ,2017-10-19,100633,119.0
NOVO CABRAIS,07.106.877/0001-00,2017-01-25,94377,24.0
VERA CRUZ,19.285.538/0001-18,2017-01-26,94379,20.0
SANTA MARIA,22.575.015/0001-10,2017-01-27,94383,30.0
BARAO DO TRIUNFO,10.453.642/0001-08,2017-01-29,94427,15.0
RIO PARDO,14.394.866/0001-39,2017-01-30,94429,17.0
VENANCIO AIRES,06.061.631/0001-05,2017-02-02,94574,15.0
LAJEADO,22.773.689/0001-20,2017-02-03,94438,20.0
SINIMBU,90.202.615/0001-93,2017-02-09,94553,19.0
CACHOEIRA DO SUL,02.663.322/0001-46,2017-02-10,94556,25.0
CAMAQUA,07.473.735/0071-94,2017-02-13,94558,28.8
LAJEADO,94.526.415/0001-47,2017-02-16,94688,49.21
NOVO CABRAIS,07.106.877/0001-00,2017-03-03,95029,28.9
ESTRELA VELHA,17.019.768/0001-00,2017-03-08,95033,28.5
SINIMBU,17.075.233/0001-56,2017-03-10,95315,26.5
LAJEADO,94.526.415/0001-47,2017-03-18,95326,35.0
VENANCIO AIRES,87.334.876/0001-52,2017-03-23,95583,23.58
CAMAQUA,06.178.063/0001-19  ,2017-03-29,95725,15.5
LAJEADO,02.558.109/0007-60  ,2017-03-30,95726,14.95
SANTANA DA BOA VISTA,09.202.907/0001-08,2017-03-31,95727,40.0
PANTANO GRANDE,89.678.395/0001-90  ,2017-04-02,95728,20.0
CIDREIRA,10.317.491/0001-52,2017-04-05,95834,36.0
VENANCIO AIRES,91.369.694/0001-94  ,2017-04-06,96139,28.6
NOVO CABRAIS,07.106.877/0001-00,2017-04-07,96140,29.65
CAMAQUA,07.473.735/0071-94,2017-04-09,96144,48.01
PASSO DO SOBRADO,14.930.116/0001-34,2017-04-10,96146,18.0
PANTANO GRANDE,07.267.783/0001-13,2017-04-19,96148,27.0
BOM RETIRO DO SUL,11.417.967/0001-90,2017-04-20,96207,25.58
CARAZINHO,11.085.251/0001-32,2017-04-22,96211,33.0
TRES PASSOS,03.289.052/0001-18  ,2017-04-23,96211,90.0
SOLEDADE,91.880.633/0001-97  ,2017-04-23,96211,69.5
ENCRUZILHADA DO SUL,00.396.977/0001-70  ,2017-04-24,96215,17.4
CANGUCU,90.417.718/0001-70,2017-04-28,96539,35.0
CANDELARIA,06.283.822/0001-03  ,2017-05-01,96542,20.0
CAMAQUA,07.473.735/0071-94,2017-05-03,96545,13.15
PASSA SETE,17.992.870/0001-97,2017-05-05,96549,40.0
CAMAQUA,07.473.735/0071-94,2017-05-07,96609,29.37
CAMAQUA,07.473.735/0071-94,2017-05-17,96850,27.2
MANOEL VIANA,08.046.327/0001-06,2017-05-19,96851,80.0
SAO VICENTE DO SUL,09.326.429/0001-48,2017-05-19,96851,40.0
CANDELARIA,06.283.822/0001-03  ,2017-05-21,96854,18.0
VENANCIO AIRES,91.369.694/0001-94  ,2017-05-22,96860,35.0
CAMAQUA,07.473.735/0071-94,2017-05-31,97238,21.16
ENCRUZILHADA DO SUL,00.396.977/0001-70  ,2017-06-02,97242,19.0
CANGUCU,90.417.718/0001-70,2017-06-05,97245,30.0
CAMAQUA,94.097.417/0001-68  ,2017-06-06,97245,186.0
CERRO BRANCO,10.437.006/0001-84,2017-06-23,97640,20.0
CAMAQUA,11.082.093/0001-67,2017-06-24,97640,23.0
TRES FORQUILHAS,07.644.009/0001-84,2017-06-30,97898,33.0
CANDELARIA,05.245.443/0001-66  ,2017-07-01,97899,22.95
LAJEADO,94.526.415/0001-47,2017-07-03,97900,20.34
SANTA MARIA,24.099.710/0001-89,2017-07-16,98297,40.9
CACEQUI,93.900.132/0001-50  ,2017-07-17,98297,81.0
SANTA MARIA,24.099.710/0001-89,2017-07-17,98297,37.4
SINIMBU,00.642.703/0001-13  ,2017-07-21,98452,20.0
CAMAQUA,94.097.417/0001-68  ,2017-07-24,98455,122.0
BOA VISTA DO SUL,07.683.049/0001-35,2017-08-10,98758,17.0
CAMAQUA,07.473.735/0071-94,2017-08-15,98814,19.8
CAMAQUA,94.097.417/0001-68  ,2017-08-19,98991,126.0
SANTA MARIA,24.099.710/0001-89,2017-08-20,98994,34.97
SANTANA DO LIVRAMENTO,03.258.062/0001-96  ,2017-08-21,98994,228.0
SAO GABRIEL,88.231.931/0001-41  ,2017-08-21,98994,35.0
RIO PARDO,14.394.866/0001-39,2017-08-29,99254,25.0
PASSA SETE,17.992.870/0001-97,2017-08-30,99256,25.0
ESTRELA VELHA,17.861.514/0001-34,2017-08-31,99256,62.5
IBARAMA,17.414.563/0001-29,2017-08-31,99256,30.0
VERA CRUZ,02.904.780/0001-20  ,2017-09-07,99493,21.5
VERA CRUZ,19.285.538/0001-18,2017-09-20,99682,21.0
CANDELARIA,02.760.871/0001-39  ,2017-09-21,99765,21.5
AMARAL FERRADOR,10.983.256/0001-10,2017-09-22,99765,21.0
ENCRUZILHADA DO SUL,00.396.977/0001-70  ,2017-09-23,99765,20.0
SINIMBU,94.934.148/0001-47  ,2017-09-28,99990,20.0
RIO PARDO,12.546.138/0001-70,2017-09-29,99990,17.5
LAJEADO,94.526.415/0001-47,2017-10-05,100396,37.35
SINIMBU,90.202.615/0001-93,2017-10-06,100396,20.75
CACHOEIRA DO SUL,05.810.839/0001-09  ,2017-10-13,100401,41.5
VENANCIO AIRES,87.334.876/0001-52,2017-10-19,100540,18.0
ENCRUZILHADA DO SUL,87.367.512/0001-79,2017-10-20,100540,24.0
PASSA SETE,24.230.860/0001-80,2017-10-26,100703,30.0
CRISTAL,91.633.974/0001-68  ,2017-10-28,100703,19.75
VENANCIO AIRES,93.959.591/0001-00  ,2017-11-06,100891,28.5
VENANCIO AIRES,26.293.874/0001-78,2017-11-09,101092,21.0
VENANCIO AIRES,91.369.694/0001-94  ,2017-11-12,101090,32.3
VERA CRUZ,02.904.780/0001-20  ,2017-11-23,101526,20.1
TRAVESSEIRO,10.502.889/0001-69,2017-11-24,101572,20.0
VALE DO SOL,07.536.780/0001-38,2017-12-01,101584,24.5
BARAO DO TRIUNFO,27.645.136/0001-05,2017-12-04,101575,15.0
IBARAMA,04.351.162/0001-25,2017-12-08,101794,16.5
SAO VICENTE DO SUL,12.210.182/0001-04,2017-12-15,101990,69.0
IJUI,06.096.110/0001-85,2017-04-11,96111,155.0
BENTO GONCALVES,07.473.735/0019-00,2017-05-31,97127,157.62
VILA NOVA DO SUL,17.695.813/0014-60,2017-06-04,97224,215.38
GARIBALDI,07.473.735/0023-97,2017-06-12,97433,155.72
SANTA MARIA,18.055.911/0001-81,2017-06-27,97731,180.0
PANTANO GRANDE,95.106.993/0001-97  ,2017-08-14,98839,100.0
TEUTONIA,89.774.160/0024-98,2017-08-16,99045,117.52
SANTA MARIA,04.340.316/0002-64  ,2017-11-14,101180,100.0
FARROUPILHA,09.303.807/0001-78,2017-12-04,101796,146.95
OSORIO,06.905.607/0006-01,2017-01-18,94323,8.9
SAO VENDELINO,13.865.422/0001-71,2017-02-11,94535,16.0
CIDREIRA,00.832.161/0001-41,2017-02-17,94644,24.0
LAJEADO,03.777.989/0001-32  ,2017-02-22,94791,59.0
VACARIA,03.677.095/0001-70,2017-02-23,94791,80.0
CIDREIRA,00.832.161/0001-41,2017-03-02,94957,13.0
SAO VENDELINO,13.865.422/0001-71,2017-03-09,95097,8.0
IGREJINHA,01.715.059/0001-29,2017-03-18,95437,21.5
NOVA PETROPOLIS,04.187.336/0001-66,2017-03-19,95434,37.36
ALTO FELIZ,13.101.983/0001-02,2017-03-20,95429,8.0
PASSO FUNDO,87.605.622/0001-21  ,2017-03-22,95438,21.0
NOVA PETROPOLIS,93.582.914/0001-99  ,2017-03-27,95631,14.7
SAO VENDELINO,10.562.448/0001-52,2017-04-08,95873,60.0
OSORIO,11.016.358/0001-29,2017-04-19,96313,10.3
FONTOURA XAVIER,11.174.560/0001-89,2017-04-21,96314,60.0
SAO VENDELINO,13.865.422/0001-71,2017-04-22,96315,8.0
PANTANO GRANDE,26.455.468/0001-64,2017-04-24,96318,50.0
SANTANA DO LIVRAMENTO,92.833.623/0001-63,2017-04-25,96318,100.0
LAJEADO,03.777.989/0001-32  ,2017-04-29,96431,74.0
ESTRELA,23.561.916/0001-16,2017-05-05,96627,13.0
NOVA PETROPOLIS,04.187.336/0001-66,2017-05-07,96626,21.35
SAO VENDELINO,13.865.422/0001-71,2017-05-12,96803,30.0
PELOTAS,18.513.643/0001-02,2017-05-18,96805,104.0
RIO GRANDE,08.777.595/0001-06,2017-05-19,96805,72.0
RIO GRANDE,08.777.595/0001-06,2017-05-20,96805,75.0
VILA FLORES,88.625.181/0008-69,2017-05-21,96805,82.5
CANELA,23.207.222/0001-85,2017-05-24,97017,35.0
TORRES,89.639.751/0002-47  ,2017-05-25,97019,8.0
CAPAO DA CANOA,05.361.460/0003-20,2017-05-26,97020,31.0
LAJEADO,03.777.989/0001-32  ,2017-05-28,97022,59.0
SAO JOSE DO NORTE,07.777.572/0001-20,2017-06-05,97285,16.75
LAJEADO,03.777.989/0001-32  ,2017-06-09,97467,59.0
LAJEADO,03.777.989/0001-32  ,2017-06-18,97468,118.0
OSORIO,08.986.444/0001-50,2017-06-19,97671,55.0
SAO MARCOS,93.559.235/0001-07,2017-06-23,97673,93.0
PANTANO GRANDE,26.455.468/0001-64,2017-06-29,97932,70.0
SAO FRANCISCO DE PAULA,13.500.981/0001-88,2017-07-15,98182,53.0
LAJEADO,01.552.252/0001-96  ,2017-07-16,98184,9.74
CIDREIRA,07.648.019/0001-98,2017-07-20,98387,17.0
SAO VENDELINO,10.562.448/0001-52,2017-07-22,98388,42.0
SALVADOR DO SUL,17.326.386/0001-29,2017-07-23,98389,33.0
GRAMADO,03.857.534/0001-27  ,2017-07-24,98392,47.0
ROLANTE,10.741.929/0002-06,2017-07-31,98613,6.0
NOVA PETROPOLIS,06.993.809/0001-48,2017-08-24,99297,6.5
CIDREIRA,07.648.019/0001-98,2017-08-25,99300,9.5
LAJEADO,03.777.989/0001-32  ,2017-09-01,99303,85.0
RIOZINHO,87.370.656/0001-84,2017-09-04,99518,5.0
LAJEADO,03.777.989/0001-32  ,2017-09-08,99520,85.0
VACARIA,03.677.095/0001-70,2017-09-09,99520,163.0
LAJEADO,03.777.989/0001-32  ,2017-09-17,100006,59.0
VILA FLORES,88.625.181/0008-69,2017-09-22,100010,150.0
SAO VENDELINO,13.865.422/0001-71,2017-09-26,100014,11.0
OSORIO,06.905.607/0006-01,2017-09-30,100016,6.9
BAGE,21.218.848/0001-61,2017-10-07,100362,115.0
SANTA ROSA,11.449.849/0001-63,2017-10-12,100363,83.0
VILA FLORES,88.625.181/0008-69,2017-10-15,100363,240.0
LAJEADO,03.777.989/0001-32  ,2017-10-21,100595,74.0
LAJEADO,03.777.989/0001-32  ,2017-10-21,100595,74.0
SAO VENDELINO,13.865.422/0001-71,2017-10-22,100597,14.0
SAO FRANCISCO DE ASSIS,03.337.830/0001-05  ,2017-02-10,94570,32.5
NAO-ME-TOQUE,91.495.549/0028-70,2017-03-06,94906,35.0
MACAMBARA,18.161.326/0001-66,2017-03-09,95190,22.0
SAO BORJA,02.830.275/0001-88,2017-03-17,95388,20.0
TUPANCIRETA,24.649.829/0001-88,2017-03-24,95601,21.8
SAO VICENTE DO SUL,09.326.429/0001-48,2017-03-31,95753,47.0
CACEQUI,22.051.757/0001-47,2017-04-07,95928,28.9
ITACURUBI,19.316.931/0001-21,2017-04-28,96367,22.5
ITAQUI,93.212.504/0001-56  ,2017-05-06,96554,75.0
SAO PEDRO DO SUL,04.483.562/0001-94  ,2017-05-12,96686,23.8
NOVA ESPERANCA DO SUL,94.991.114/0001-94  ,2017-05-19,96856,26.0
SANTA MARIA,88.967.377/0001-65,2017-05-26,97024,31.39
CACEQUI,10.514.098/0004-00,2017-06-08,97335,23.9
TUPANCIRETA,24.649.829/0001-88,2017-06-16,97645,46.9
SANTA MARIA,88.967.377/0001-65,2017-06-30,97830,48.5
SAO BORJA,02.830.275/0001-88,2017-07-07,98038,47.0
SAO VICENTE DO SUL,09.326.429/0001-48,2017-07-14,98213,54.5
GRAMADO,19.890.103/0001-00,2017-07-31,98512,29.9
CAPAO DO CIPO,18.025.760/0001-19,2017-08-04,98662,26.0
RESTINGA SECA,00.839.916/0001-30  ,2017-08-17,98925,18.5
Feliz/RS,12660867000152,2017-08-23,99046,25.0
SAO FRANCISCO DE ASSIS,03.337.830/0001-05  ,2017-08-28,99186,44.0
SAO MIGUEL DAS MISSOES,14.699.927/0001-76,2017-09-22,99734,438.38
CAXIAS DO SUL,14.793.919/0001-94,2017-09-27,99973,40.0
MANOEL VIANA,94.561.644/0001-00  ,2017-10-01,99980,85.44
SAO FRANCISCO DE ASSIS,03.337.830/0001-05  ,2017-10-06,100206,33.0
SAO VICENTE DO SUL,09.326.429/0001-48,2017-10-20,100582,42.25
ITACURUBI,19.316.931/0001-21,2017-11-16,101294,42.0
AUGUSTO PESTANA,13.213.621/0001-03,2017-11-17,101245,20.0
SAO BORJA,16.384.690/0001-60,2017-11-24,101449,40.0
MANOEL VIANA,94.561.644/0001-00  ,2017-12-15,101933,25.0
CANGUCU,07.099.912/0001-01,2017-01-24,94403,6.0
RIO GRANDE,11.670.980/0001-56,2017-02-10,94614,50.0
PEDRO OSORIO,12.622.738/0001-70,2017-02-18,94745,6.0
ARROIO DO PADRE,08.336.594/0001-18,2017-03-06,95049,8.0
RIO GRANDE,22.347.968/0001-21,2017-03-09,95221,34.65
RIO GRANDE,09.017.687/0001-42,2017-03-13,95224,13.9
CANGUCU,07.255.933/0002-50,2017-03-15,95452,6.0
SAO JOSE DO HERVAL,05.444.489/0001-04  ,2017-03-22,95648,27.0
SAO LUIZ GONZAGA,97.058.911/0001-01  ,2017-03-23,95648,29.57
BAGE,01.965.846/0001-29,2017-03-24,95649,16.0
ARROIO GRANDE,18.164.931/0001-90,2017-03-31,95857,7.5
RIO GRANDE,22.347.968/0001-21,2017-04-17,96070,34.65
CRISTAL,04.591.388/0001-01  ,2017-04-27,96452,37.25
CHUI,07.112.882/0002-07,2017-06-03,97256,25.0
ARROIO GRANDE,18.164.931/0001-90,2017-06-19,97496,9.33
RIO GRANDE,09.017.687/0001-42,2017-06-23,97711,18.6
RIO GRANDE,88.311.550/0001-72,2017-06-26,97713,11.2
ARROIO GRANDE,18.164.931/0001-90,2017-06-29,97864,13.01
CANGUCU,07.255.933/0002-50,2017-07-03,97865,7.25
RIO GRANDE,17.995.810/0001-28,2017-07-07,98095,19.8
RIO GRANDE,03.189.527/0001-02,2017-07-13,98268,16.5
CANGUCU,07.255.933/0002-50,2017-07-14,98269,10.0
ARROIO GRANDE,18.164.931/0001-90,2017-08-04,98703,7.0
BRASILIA,33.469.172/0016-44,2017-08-23,99060,57.25
PEDRO OSORIO,21.102.407/0001-08,2017-08-25,99236,22.74
CANDIOTA,02.522.536/0001-00  ,2017-08-29,99238,10.0
CAPAO DO LEAO,09.273.885/0003-39,2017-08-31,99357,9.25
SANTA MARIA,09.615.910/0001-53,2017-09-01,99361,29.0
RIO GRANDE,25.319.965/0001-72,2017-09-04,99363,10.47
SAO LOURENCO DO SUL,90.573.643/0002-06,2017-09-22,99994,15.3
RIO GRANDE,42.591.651/1715-41,2017-09-29,100002,20.9
JAGUARAO,06.220.232/0001-31,2017-10-06,100263,19.5
CANGUCU,06.051.005/0001-20  ,2017-10-07,100268,8.0
SANTA VITORIA DO PALMAR,08.825.400/0001-48,2017-10-19,100618,26.75
RIO GRANDE,27.807.504/0001-74,2017-10-20,100623,17.9
JAGUARAO,06.220.232/0001-31,2017-10-30,100838,25.75
BRASILIA,03.346.671/0009-54,2017-11-01,100895,9.01
RIO GRANDE,27.807.504/0001-74,2017-11-10,101144,17.4
RIO GRANDE,92.582.451/0001-00,2017-11-16,101313,37.3
RIO GRANDE,27.807.504/0001-74,2017-11-27,101520,32.3
VALE REAL,02.428.249/0001-28,2017-02-11,94628,16.0
OSORIO,10.642.629/0001-99,2017-02-21,94885,25.0
IJUI,06.096.110/0001-85,2017-03-17,95392,133.0
SANTA MARIA,95.598.108/0002-15  ,2017-03-18,95392,80.0
CARAA,00.568.422/0001-68,2017-03-24,95516,25.0
DOM FELICIANO,24.482.284/0001-68,2017-03-25,95516,15.0
POUSO NOVO,19.087.222/0001-11,2017-03-31,95757,75.0
HORIZONTINA,87.687.059/0001-88,2017-04-01,95757,139.0
VALE REAL,02.428.249/0001-28,2017-04-07,96043,15.0
VENANCIO AIRES,11.216.073/0001-31,2017-04-08,96043,20.0
GRAMADO,14.126.977/0001-64,2017-04-10,96043,18.8
PARAISO DO SUL,09.616.078/0001-00,2017-04-22,96186,16.0
VENANCIO AIRES,11.216.073/0001-31,2017-05-13,96699,17.0
BRASILIA,06.936.010/0001-10,2017-05-15,96897,206.8
SENTINELA DO SUL,07.635.135/0001-72,2017-06-10,97403,20.0
DOM PEDRO DE ALCANTARA,87.550.422/0001-19,2017-06-18,97510,14.97
BENTO GONCALVES,07.653.224/0001-41,2017-06-19,97510,26.0
TRAVESSEIRO,18.443.032/0001-27,2017-06-26,97782,15.0
SAO LOURENCO DO SUL,97.005.581/0003-58  ,2017-07-06,98026,17.5
IBIRUBA,04.216.442/0001-20  ,2017-07-14,98254,129.0
SALTO DO JACUI,21.037.747/0001-94,2017-07-18,98409,50.0
SAO BORJA,93.526.457/0001-15  ,2017-07-19,98409,90.0
SAO VICENTE DO SUL,12.210.182/0001-04,2017-07-20,98409,79.0
SANTANA DO LIVRAMENTO,92.833.623/0001-63,2017-07-21,98409,60.0
BARRA DO QUARAI,91.812.594/0001-90,2017-07-22,98409,70.0
IMBE,19.359.768/0001-84,2017-07-25,98548,15.0
RIO GRANDE,09.278.379/0001-70,2017-07-29,98548,90.0
SENTINELA DO SUL,07.635.135/0001-72,2017-08-03,98726,15.0
TRAVESSEIRO,01.980.547/0001-63,2017-08-04,98726,15.0
BRASILIA,72.629.140/0001-34  ,2017-08-23,99229,321.2
SAO VICENTE DO SUL,12.210.182/0001-04,2017-08-25,99230,89.0
AGUDO,19.568.846/0002-31,2017-09-02,99383,17.5
SEGREDO,09.053.409/0001-40,2017-09-03,99383,20.0
CAXIAS DO SUL,89.275.812/0001-53,2017-09-04,99383,15.0
OSORIO,24.395.517/0001-95,2017-09-07,99684,22.0
SAO JOSE DO HERVAL,17.710.553/0001-30,2017-09-09,99684,15.0
CAMAQUA,07.473.735/0071-94,2017-09-14,99684,19.87
SANTA ROSA,95.814.067/0001-76  ,2017-09-22,100077,90.0
IBIRUBA,02.608.698/0001-58,2017-09-23,100077,130.5
CAMAQUA,02.124.947/0001-30  ,2017-09-29,100077,15.0
BRASILIA,09.967.852/0052-77,2017-10-04,100095,100.0
FREDERICO WESTPHALEN,89.982.664/0001-07  ,2017-10-06,100386,80.0
SAO FRANCISCO DE PAULA,86.749.454/0001-85,2017-10-09,100413,15.0
ENCRUZILHADA DO SUL,93.511.970/0001-32,2017-10-20,100670,15.0
SANTANA DO LIVRAMENTO,09.029.383/0001-03,2017-10-28,100966,100.0
RIO GRANDE,08.777.595/0001-06,2017-10-30,100972,131.0
JAGUARAO,11.449.023/0001-02,2017-10-30,100972,100.0
CAMAQUA,88.695.366/0005-05,2017-12-01,101725,17.0
OSORIO,10.378.960/0001-43,2017-12-07,101725,23.5
TAPES,21.782.117/0001-44,2017-12-20,102018,43.0
CAMAQUA,29.067.976/0001-63,2017-12-23,102050,16.0
PELOTAS,18.513.643/0001-02,2017-12-16,101887,157.0
CAMAQUA,00.709.566/0001-97,2017-02-07,94489,78.0
VACARIA,86.761.715/0001-82,2017-02-09,94572,100.0
CAMBARA DO SUL,08.840.073/0001-01,2017-02-10,94572,100.0
HERVAL,24.904.826/0001-43,2017-02-11,94572,90.0
CERRO GRANDE DO SUL,04.029.074/0001-01,2017-02-14,94572,81.0
SANTA VITORIA DO PALMAR,94.293.032/0001-76  ,2017-02-17,94696,145.0
SANTA VITORIA DO PALMAR,94.293.032/0001-76  ,2017-02-18,94696,145.0
TAPES,08.293.226/0001-30,2017-02-23,94832,87.5
CRISTAL,17.492.478/0001-89,2017-02-24,94832,100.0
SANTA CRUZ DO SUL,89.366.199/0001-80  ,2017-03-03,94946,110.0
RIO PARDO,06.213.827/0001-60  ,2017-03-04,94946,70.0
DOM FELICIANO,06.981.350/0001-62,2017-03-09,95175,60.0
CAMAQUA,17.492.478/0002-60,2017-03-10,95175,80.0
PANTANO GRANDE,02.129.414/0001-40,2017-03-16,95379,82.5
RIO PARDO,06.213.827/0001-60  ,2017-03-21,95379,70.0
RIO PARDO,06.213.827/0001-60  ,2017-03-23,95546,70.0
ENCRUZILHADA DO SUL,00.534.190/0001-27,2017-03-24,95546,120.9
TAPES,08.293.226/0001-30,2017-03-30,95735,78.0
ARROIO GRANDE,11.292.569/0001-94,2017-03-31,95735,95.0
CACHOEIRA DO SUL,89.629.877/0001-50,2017-04-06,96055,140.0
BAGE,21.218.848/0001-61,2017-04-07,96055,115.0
CAMAQUA,17.492.478/0002-60,2017-04-20,96254,80.0
CERRO GRANDE DO SUL,04.029.074/0001-01,2017-04-27,96507,80.0
PINHEIRO MACHADO,12.200.826/0001-83,2017-04-28,96507,110.0
CRISTAL,03.007.458/0001-60  ,2017-05-04,96790,98.0
FONTOURA XAVIER,11.174.560/0001-89,2017-05-11,96935,90.0
FONTOURA XAVIER,11.174.560/0001-89,2017-05-12,96935,90.0
PANTANO GRANDE,02.129.414/0001-40,2017-05-18,96935,80.0
SAO GABRIEL,03.382.419/0003-05,2017-05-19,96935,75.0
SANTIAGO,10.707.965/0001-72,2017-05-20,96935,85.0
CAMAQUA,00.709.566/0001-97,2017-05-26,97023,78.0
TAPES,08.293.226/0001-30,2017-05-28,97023,78.0
TAPES,08.293.226/0001-30,2017-06-01,97352,78.0
CANDELARIA,07.276.806/0001-56  ,2017-06-08,97352,100.0
SANTA CRUZ DO SUL,89.366.199/0001-80  ,2017-06-09,97352,103.0
SAO PEDRO DO SUL,01.411.003/0001-80,2017-06-10,97352,90.0
DOM FELICIANO,06.981.350/0001-62,2017-06-23,97644,67.5
PINHEIRO MACHADO,12.200.826/0001-83,2017-06-29,97820,75.0
CANDIOTA,16.872.598/0002-20,2017-06-30,97820,100.0
PINHEIRO MACHADO,12.200.826/0001-83,2017-07-01,97820,75.0
CAMAQUA,00.709.566/0001-97,2017-07-07,97991,78.0
CAMAQUA,94.097.417/0001-68  ,2017-07-11,97991,102.0
TAPES,08.293.226/0001-30,2017-08-03,98651,80.5
