destino,ida,numpassagens,qtdiarias,requisicao,solicitante,valor,valtotal,volta
PINHEIRO MACHADO - RS,2016-07-24,0,0.5,92360,LUIZ FERNANDO MAINARDI,294.45,20.0,2016-07-24
ACEGUA - RS,2016-07-26,0,0.5,92361,LUIZ FERNANDO MAINARDI,294.45,114.33,2016-07-26
"RIO PARDO - RS,  SANTO ANGELO - RS,  VITORIA DAS MISSOES - RS,  SANTO ANTONIO DAS MISSOES - RS,  HORIZONTINA - RS,  TRES DE MAIO - RS,  NOVA CANDELARIA - RS,  TRES PASSOS - RS",2016-07-28,0,3.0,92363,LUIZ FERNANDO MAINARDI,1766.67,430.0,2016-07-31
"SOLEDADE - RS,  FONTOURA XAVIER - RS,  TEUTONIA - RS",2016-08-01,0,0.5,92363,LUIZ FERNANDO MAINARDI,294.45,50.0,2016-08-01
"VENANCIO AIRES - RS,  SANTA CRUZ DO SUL - RS",2016-08-04,0,2.0,92445,LUIZ FERNANDO MAINARDI,1177.78,170.0,2016-08-06
"LAGOAO - RS,  SOBRADINHO - RS",2016-08-07,0,1.0,92449,LUIZ FERNANDO MAINARDI,588.89,98.0,2016-08-08
"DOM FELICIANO - RS,  CAMAQUA - RS,  PELOTAS - RS,  RIO GRANDE - RS,  SANTA VITORIA DO PALMAR - RS",2016-08-11,0,3.0,92699,LUIZ FERNANDO MAINARDI,1766.67,254.0,2016-08-14
"URUGUAIANA - RS,  SAO BORJA - RS,  ITAQUI - RS,  ALEGRETE - RS",2016-08-18,0,2.0,92705,LUIZ FERNANDO MAINARDI,1177.78,235.0,2016-08-20
"GRAMADO XAVIER - RS,  CACHOEIRA DO SUL - RS,  SANTANA DO LIVRAMENTO - RS",2016-08-24,0,3.0,92889,LUIZ FERNANDO MAINARDI,1766.67,463.0,2016-08-27
"SANTA MARIA - RS,  IVORA - RS",2016-09-01,0,3.0,93145,LUIZ FERNANDO MAINARDI,1766.67,420.0,2016-09-04
"LAJEADO - RS,  PALMEIRA DAS MISSOES - RS",2016-09-08,0,2.0,93146,LUIZ FERNANDO MAINARDI,1177.78,183.95,2016-09-10
SANTA MARIA - RS,2016-09-18,0,1.0,93147,LUIZ FERNANDO MAINARDI,588.89,139.0,2016-09-19
"SANTA CRUZ DO SUL - RS,  SANTA MARIA - RS",2016-10-11,0,2.0,93253,LUIZ FERNANDO MAINARDI,1177.78,387.5,2016-10-13
CANDIOTA - RS,2016-10-27,0,0.5,93554,LUIZ FERNANDO MAINARDI,294.45,28.0,2016-10-27
CANDIOTA - RS,2016-10-28,0,0.5,93554,LUIZ FERNANDO MAINARDI,294.45,28.5,2016-10-28
SANTANA DO LIVRAMENTO - RS,2016-10-29,0,0.5,93554,LUIZ FERNANDO MAINARDI,294.45,19.98,2016-10-29
PEDRAS ALTAS - RS,2016-10-30,0,0.5,93554,LUIZ FERNANDO MAINARDI,294.45,28.0,2016-10-30
PEDRAS ALTAS - RS,2016-10-31,0,0.5,93554,LUIZ FERNANDO MAINARDI,294.45,40.0,2016-10-31
"SAO GABRIEL - RS,  ALEGRETE - RS",2016-11-10,0,2.0,93649,LUIZ FERNANDO MAINARDI,1177.78,213.75,2016-11-12
BAGE - RS,2016-11-23,0,0.5,93804,LUIZ FERNANDO MAINARDI,294.45,50.0,2016-11-23
BRASILIA - DF,2016-12-02,2,1.0,93938,LUIZ FERNANDO MAINARDI,744.77,0.0,2016-12-03
HULHA NEGRA - RS,2016-12-04,0,0.5,93933,LUIZ FERNANDO MAINARDI,294.45,34.5,2016-12-04
BAGE - RS,2016-12-08,0,0.5,94024,LUIZ FERNANDO MAINARDI,294.45,21.2,2016-12-08
"CANDIOTA - RS,  BAGE - RS",2016-12-09,0,0.5,94024,LUIZ FERNANDO MAINARDI,294.45,108.86,2016-12-09
SANTANA DO LIVRAMENTO - RS,2016-12-10,0,0.5,94024,LUIZ FERNANDO MAINARDI,294.45,41.8,2016-12-10
Madrid - ESPANHA.,2016-12-11,4,6.0,93866,LUIZ FERNANDO MAINARDI,8854.08,0.0,2016-12-17
Madrid - ESPANHA.,2016-12-11,4,-2.0,93866,LUIZ FERNANDO MAINARDI,-2951.36,0.0,2016-12-17
SANTANA DO LIVRAMENTO - RS,2016-12-27,0,1.0,94216,LUIZ FERNANDO MAINARDI,588.89,164.0,2016-12-28
FARROUPILHA - RS,2016-03-02,0,1.0,88898,MANUELA PINTO VIEIRA D\' AVILA,588.89,262.52,2016-03-03
BRASILIA - DF,2016-03-15,2,1.0,89246,MANUELA PINTO VIEIRA D\' AVILA,744.77,0.0,2016-03-16
CAXIAS DO SUL - RS,2016-03-19,0,0.5,89249,MANUELA PINTO VIEIRA D\' AVILA,294.45,55.0,2016-03-19
"BAGE - RS,  PELOTAS - RS",2016-05-05,0,2.0,90279,MANUELA PINTO VIEIRA D\' AVILA,1177.78,293.5,2016-05-07
"CRUZ ALTA - RS,  IJUI - RS",2016-06-09,0,2.0,91902,MANUELA PINTO VIEIRA D\' AVILA,1177.78,0.0,2016-06-11
"SAO GABRIEL - RS,  QUARAI - RS",2016-06-16,0,1.0,91313,MANUELA PINTO VIEIRA D\' AVILA,588.89,189.0,2016-06-17
"CAMAQUA - RS,  PELOTAS - RS,  BAGE - RS,  HULHA NEGRA - RS",2016-06-30,0,0.5,91643,MANUELA PINTO VIEIRA D\' AVILA,294.45,0.0,2016-06-30
"CAMAQUA - RS,  PELOTAS - RS,  BAGE - RS,  HULHA NEGRA - RS",2016-07-01,0,1.5,91643,MANUELA PINTO VIEIRA D\' AVILA,883.34,313.0,2016-07-02
"CAXIAS DO SUL - RS,  CARLOS BARBOSA - RS,  BENTO GONCALVES - RS,  FARROUPILHA - RS",2016-07-15,0,1.0,91995,MANUELA PINTO VIEIRA D\' AVILA,588.89,204.16,2016-07-16
SAO PAULO - SP,2016-07-29,0,1.0,92237,MANUELA PINTO VIEIRA D\' AVILA,744.77,0.0,2016-07-30
"PELOTAS - RS,  RIO GRANDE - RS",2016-08-04,0,2.0,92411,MANUELA PINTO VIEIRA D\' AVILA,1177.78,369.8,2016-08-06
SANTA MARIA - RS,2016-10-20,0,1.0,93349,MANUELA PINTO VIEIRA D\' AVILA,588.89,264.6,2016-10-21
SAO PAULO - SP,2016-12-02,0,1.0,93963,MANUELA PINTO VIEIRA D\' AVILA,744.77,0.0,2016-12-03
BARAO DO TRIUNFO - RS,2016-01-31,0,0.5,88362,MARCELO PIRES MORAES,294.45,35.0,2016-01-31
CANDELARIA - RS,2016-02-01,0,0.5,88366,MARCELO PIRES MORAES,294.45,20.0,2016-02-01
DOM FELICIANO - RS,2016-02-02,0,0.5,88370,MARCELO PIRES MORAES,294.45,20.0,2016-02-02
"PANTANO GRANDE - RS,  ENCRUZILHADA DO SUL - RS",2016-02-20,0,0.5,88641,MARCELO PIRES MORAES,294.45,35.0,2016-02-20
"MARATA - RS,  SAO PEDRO DA SERRA - RS",2016-02-21,0,0.5,88642,MARCELO PIRES MORAES,294.45,20.0,2016-02-21
"RIO PARDO - RS,  CAXIAS DO SUL - RS",2016-03-04,0,0.5,89103,MARCELO PIRES MORAES,294.45,25.85,2016-03-04
PROGRESSO - RS,2016-03-05,0,0.5,89109,MARCELO PIRES MORAES,294.45,20.0,2016-03-05
"CAMAQUA - RS,  DOM FELICIANO - RS",2016-03-10,0,1.0,89126,MARCELO PIRES MORAES,588.89,62.0,2016-03-11
"IBARAMA - RS,  ARROIO DO TIGRE - RS,  SINIMBU - RS",2016-03-12,0,0.5,89127,MARCELO PIRES MORAES,294.45,25.0,2016-03-12
"VALE VERDE - RS,  CERRO GRANDE DO SUL - RS",2016-03-14,0,0.5,89128,MARCELO PIRES MORAES,294.45,16.0,2016-03-14
PASSO DO SOBRADO - RS,2016-03-18,0,0.5,89392,MARCELO PIRES MORAES,294.45,20.0,2016-03-18
BOM RETIRO DO SUL - RS,2016-03-31,0,0.5,89571,MARCELO PIRES MORAES,294.45,17.5,2016-03-31
"PASSA SETE - RS,  ESTRELA VELHA - RS,  SALTO DO JACUI - RS",2016-04-01,0,0.5,89573,MARCELO PIRES MORAES,294.45,17.2,2016-04-01
CACEQUI - RS,2016-04-02,0,0.5,89575,MARCELO PIRES MORAES,294.45,35.0,2016-04-02
VENANCIO AIRES - RS,2016-04-03,0,0.5,89577,MARCELO PIRES MORAES,294.45,22.6,2016-04-03
CAMAQUA - RS,2016-04-09,0,0.5,89700,MARCELO PIRES MORAES,294.45,40.0,2016-04-09
SANTA MARIA - RS,2016-04-10,0,0.5,89702,MARCELO PIRES MORAES,294.45,48.0,2016-04-10
GRAMADO XAVIER - RS,2016-04-14,0,0.5,89846,MARCELO PIRES MORAES,294.45,20.0,2016-04-14
CACHOEIRA DO SUL - RS,2016-04-15,0,0.5,89850,MARCELO PIRES MORAES,294.45,18.5,2016-04-15
"MATA - RS,  LAGOA BONITA DO SUL - RS",2016-04-16,0,0.5,89852,MARCELO PIRES MORAES,294.45,15.0,2016-04-16
BOA VISTA DO SUL - RS,2016-04-23,0,0.5,90025,MARCELO PIRES MORAES,294.45,21.0,2016-04-23
ROCA SALES - RS,2016-04-25,0,0.5,90027,MARCELO PIRES MORAES,294.45,20.3,2016-04-25
"SOBRADINHO - RS,  ARROIO DO TIGRE - RS,  VALE VERDE - RS",2016-04-29,0,0.5,90138,MARCELO PIRES MORAES,294.45,30.0,2016-04-29
"DOM FELICIANO - RS,  CHUVISCA - RS,  CAMAQUA - RS",2016-04-30,0,0.5,90143,MARCELO PIRES MORAES,294.45,19.24,2016-04-30
"VERA CRUZ - RS,  CANDELARIA - RS",2016-05-01,0,0.5,90146,MARCELO PIRES MORAES,294.45,17.4,2016-05-01
CANDELARIA - RS,2016-05-06,0,0.5,90510,MARCELO PIRES MORAES,294.45,20.0,2016-05-06
"SOBRADINHO - RS,  CANDELARIA - RS",2016-05-07,0,0.5,90511,MARCELO PIRES MORAES,294.45,20.0,2016-05-07
VENANCIO AIRES - RS,2016-05-08,0,0.5,90512,MARCELO PIRES MORAES,294.45,19.47,2016-05-08
"PASSO FUNDO - RS,  VENANCIO AIRES - RS",2016-05-12,0,1.0,90513,MARCELO PIRES MORAES,588.89,0.0,2016-05-13
PASSA SETE - RS,2016-05-15,0,0.5,90519,MARCELO PIRES MORAES,294.45,20.0,2016-05-15
"PASSO DO SOBRADO - RS,  VENANCIO AIRES - RS",2016-05-20,0,0.5,90937,MARCELO PIRES MORAES,294.45,20.0,2016-05-20
VERA CRUZ - RS,2016-05-23,0,0.5,90943,MARCELO PIRES MORAES,294.45,18.29,2016-05-23
SINIMBU - RS,2016-05-25,0,0.5,90947,MARCELO PIRES MORAES,294.45,14.0,2016-05-25
"MATA - RS,  CACEQUI - RS",2016-05-26,0,0.5,90950,MARCELO PIRES MORAES,294.45,35.5,2016-05-26
CERRO BRANCO - RS,2016-05-27,0,0.5,90954,MARCELO PIRES MORAES,294.45,41.3,2016-05-27
ENCRUZILHADA DO SUL - RS,2016-05-28,0,0.5,90957,MARCELO PIRES MORAES,294.45,26.0,2016-05-28
PROGRESSO - RS,2016-05-30,0,0.5,90958,MARCELO PIRES MORAES,294.45,20.0,2016-05-30
VALE VERDE - RS,2016-05-31,0,0.5,90959,MARCELO PIRES MORAES,294.45,20.0,2016-05-31
ENCRUZILHADA DO SUL - RS,2016-06-03,0,0.5,90963,MARCELO PIRES MORAES,294.45,44.35,2016-06-03
"SOBRADINHO - RS,  ARROIO DO TIGRE - RS,  SALTO DO JACUI - RS,  CAMPOS BORGES - RS,  JACUIZINHO - RS",2016-06-10,0,0.5,91121,MARCELO PIRES MORAES,294.45,20.0,2016-06-10
BRASILIA - DF,2016-06-13,1,2.0,91264,MARCELO PIRES MORAES,1489.54,172.79,2016-06-15
CANGUCU - RS,2016-06-18,0,0.5,91752,MARCELO PIRES MORAES,294.45,20.0,2016-06-18
"BARROS CASSAL - RS,  HERVEIRAS - RS",2016-06-24,0,0.5,91529,MARCELO PIRES MORAES,294.45,17.0,2016-06-24
DOM FELICIANO - RS,2016-06-26,0,0.5,91530,MARCELO PIRES MORAES,294.45,26.2,2016-06-26
BARAO DO TRIUNFO - RS,2016-06-27,0,0.5,91532,MARCELO PIRES MORAES,294.45,43.5,2016-06-27
SINIMBU - RS,2016-06-30,0,0.5,91685,MARCELO PIRES MORAES,294.45,23.0,2016-06-30
SOBRADINHO - RS,2016-07-01,0,0.5,91687,MARCELO PIRES MORAES,294.45,21.95,2016-07-01
"CAMAQUA - RS,  TAPES - RS",2016-07-13,0,1.0,91954,MARCELO PIRES MORAES,588.89,120.0,2016-07-14
AMARAL FERRADOR - RS,2016-07-16,0,0.5,92023,MARCELO PIRES MORAES,294.45,22.0,2016-07-16
"SAO VICENTE DO SUL - RS,  CACEQUI - RS",2016-07-17,0,0.5,92026,MARCELO PIRES MORAES,294.45,30.0,2016-07-17
MATA - RS,2016-07-23,0,0.5,92458,MARCELO PIRES MORAES,294.45,27.5,2016-07-23
CAMAQUA - RS,2016-07-24,0,0.5,92460,MARCELO PIRES MORAES,294.45,27.89,2016-07-24
SINIMBU - RS,2016-07-25,0,0.5,92463,MARCELO PIRES MORAES,294.45,20.0,2016-07-25
GRAMADO XAVIER - RS,2016-07-26,0,0.5,92466,MARCELO PIRES MORAES,294.45,20.0,2016-07-26
CANDELARIA - RS,2016-07-30,0,0.5,92470,MARCELO PIRES MORAES,294.45,25.0,2016-07-30
DOM FELICIANO - RS,2016-08-15,0,0.5,92744,MARCELO PIRES MORAES,294.45,20.0,2016-08-15
SAO BORJA - RS,2016-08-23,0,1.0,92737,MARCELO PIRES MORAES,588.89,293.5,2016-08-24
BRASILIA - DF,2016-10-09,2,3.0,93272,MARCELO PIRES MORAES,2234.31,0.0,2016-10-12
BARAO DO TRIUNFO - RS,2016-10-13,0,0.5,93274,MARCELO PIRES MORAES,294.45,15.0,2016-10-13
VENANCIO AIRES - RS,2016-10-14,0,0.5,93275,MARCELO PIRES MORAES,294.45,23.0,2016-10-14
RIO PARDO - RS,2016-10-15,0,0.5,93277,MARCELO PIRES MORAES,294.45,17.0,2016-10-15
BRASILIA - DF,2016-10-17,2,2.0,93302,MARCELO PIRES MORAES,1489.54,0.0,2016-10-19
MARQUES DE SOUZA - RS,2016-10-20,0,0.5,93342,MARCELO PIRES MORAES,294.45,21.0,2016-10-20
FORQUETINHA - RS,2016-10-27,0,0.5,93496,MARCELO PIRES MORAES,294.45,22.0,2016-10-27
delhi - INDIA,2016-11-04,6,9.0,93180,MARCELO PIRES MORAES,12900.6,0.0,2016-11-13
delhi - INDIA,2016-11-04,6,-1.0,93180,MARCELO PIRES MORAES,-1433.40,0.0,2016-11-13
"MARCELINO RAMOS - RS,  VIADUTOS - RS",2016-12-15,0,0.5,94200,MARCELO PIRES MORAES,294.45,20.0,2016-12-15
DOM FELICIANO - RS,2016-12-26,0,0.5,94205,MARCELO PIRES MORAES,294.45,19.0,2016-12-26
"ESTRELA VELHA - RS,  CAMPOS BORGES - RS",2016-12-28,0,0.5,94218,MARCELO PIRES MORAES,294.45,20.0,2016-12-28
BOM RETIRO DO SUL - RS,2016-08-05,0,0.5,92452,MÁRIO JARDEL ALMEIDA RIBEIRO,294.45,8.5,2016-08-05
VENANCIO AIRES - RS,2016-01-27,0,0.5,88359,MARLON ARATOR SANTOS DA ROSA,294.45,20.0,2016-01-27
NOVO CABRAIS - RS,2016-02-01,0,0.5,88359,MARLON ARATOR SANTOS DA ROSA,294.45,203.03,2016-02-01
SAO VICENTE DO SUL - RS,2016-02-02,0,0.5,88359,MARLON ARATOR SANTOS DA ROSA,294.45,196.11,2016-02-02
VENANCIO AIRES - RS,2016-02-08,0,0.5,88561,MARLON ARATOR SANTOS DA ROSA,294.45,199.36,2016-02-08
SANTA ROSA - RS,2016-03-13,0,1.0,89139,MARLON ARATOR SANTOS DA ROSA,588.89,280.0,2016-03-14
IJUI - RS,2016-03-21,0,1.0,89287,MARLON ARATOR SANTOS DA ROSA,588.89,133.0,2016-03-22
SANTA MARIA - RS,2016-03-28,0,1.0,89451,MARLON ARATOR SANTOS DA ROSA,588.89,100.0,2016-03-29
"CONCORDIA - SC,  CURITIBA - PR",2016-04-10,0,3.0,89810,MARLON ARATOR SANTOS DA ROSA,2234.31,462.85,2016-04-13
ESTRELA - RS,2016-05-02,0,0.5,90246,MARLON ARATOR SANTOS DA ROSA,294.45,180.0,2016-05-02
IJUI - RS,2016-05-09,0,1.0,90385,MARLON ARATOR SANTOS DA ROSA,588.89,108.0,2016-05-10
"SANTA ROSA - RS,  IJUI - RS",2016-05-15,0,2.0,90542,MARLON ARATOR SANTOS DA ROSA,1177.78,232.0,2016-05-17
GARIBALDI - RS,2016-05-18,0,0.5,90670,MARLON ARATOR SANTOS DA ROSA,294.45,118.42,2016-05-18
PANTANO GRANDE - RS,2016-05-23,0,0.5,90670,MARLON ARATOR SANTOS DA ROSA,294.45,154.01,2016-05-23
"IJUI - RS,  SOLEDADE - RS",2016-06-05,0,2.0,91065,MARLON ARATOR SANTOS DA ROSA,1177.78,234.0,2016-06-07
SANTA MARIA - RS,2016-06-20,0,1.0,91376,MARLON ARATOR SANTOS DA ROSA,588.89,84.16,2016-06-21
TEUTONIA - RS,2016-06-28,0,1.0,91581,MARLON ARATOR SANTOS DA ROSA,588.89,90.0,2016-06-29
NOVO CABRAIS - RS,2016-07-10,0,0.5,91914,MARLON ARATOR SANTOS DA ROSA,294.45,230.03,2016-07-10
SAO FRANCISCO DE ASSIS - RS,2016-07-11,0,0.5,91914,MARLON ARATOR SANTOS DA ROSA,294.45,150.0,2016-07-11
SANTA CRUZ DO SUL - RS,2016-07-12,0,0.5,91914,MARLON ARATOR SANTOS DA ROSA,294.45,140.96,2016-07-12
"SANTA ROSA - RS,  TEUTONIA - RS",2016-07-18,0,2.0,92125,MARLON ARATOR SANTOS DA ROSA,1177.78,244.0,2016-07-20
SANTO ANGELO - RS,2016-08-01,0,1.0,92315,MARLON ARATOR SANTOS DA ROSA,588.89,120.0,2016-08-02
FARROUPILHA - RS,2016-08-08,0,1.0,92498,MARLON ARATOR SANTOS DA ROSA,588.89,88.0,2016-08-09
"GUARANI DAS MISSOES - RS,  ERECHIM - RS",2016-08-15,0,2.0,92658,MARLON ARATOR SANTOS DA ROSA,1177.78,240.0,2016-08-17
"IJUI - RS,  JOIA - RS",2016-08-21,0,2.0,92746,MARLON ARATOR SANTOS DA ROSA,1177.78,266.0,2016-08-23
ERECHIM - RS,2016-10-17,0,1.0,93285,MARLON ARATOR SANTOS DA ROSA,588.89,140.0,2016-10-18
BAGE - RS,2016-10-25,0,1.0,93423,MARLON ARATOR SANTOS DA ROSA,588.89,0.0,2016-10-26
RESTINGA SECA - RS,2016-11-01,0,0.5,93498,MARLON ARATOR SANTOS DA ROSA,294.45,183.5,2016-11-01
"TRES CACHOEIRAS - RS,  MAMPITUBA - RS",2016-01-25,0,0.5,88345,MAURICIO ALEXANDRE DZIEDRICKI,294.45,4.95,2016-01-25
"TORRES - RS,  DOM PEDRO DE ALCANTARA - RS,  CAPAO DA CANOA - RS",2016-01-26,0,0.5,88348,MAURICIO ALEXANDRE DZIEDRICKI,294.45,38.41,2016-01-26
CAXIAS DO SUL - RS,2016-01-29,0,0.5,88447,MAURICIO ALEXANDRE DZIEDRICKI,294.45,14.0,2016-01-29
BUTIA - RS,2016-01-31,0,0.5,88455,MAURICIO ALEXANDRE DZIEDRICKI,294.45,14.9,2016-01-31
BRASILIA - DF,2016-02-23,2,2.0,88728,MAURICIO ALEXANDRE DZIEDRICKI,1489.54,0.0,2016-02-25
BRASILIA - DF,2016-03-10,2,1.0,89152,MAURICIO ALEXANDRE DZIEDRICKI,744.77,0.0,2016-03-11
CAPAO DA CANOA - RS,2016-03-30,0,0.5,89499,MAURICIO ALEXANDRE DZIEDRICKI,294.45,29.0,2016-03-30
ESTRELA - RS,2016-04-10,0,0.5,89668,MAURICIO ALEXANDRE DZIEDRICKI,294.45,15.49,2016-04-10
"BRASILIA - DF,  SAO PAULO - SP",2016-04-28,3,1.0,90214,MAURICIO ALEXANDRE DZIEDRICKI,744.77,0.0,2016-04-29
CAPAO DA CANOA - RS,2016-05-06,0,0.5,90489,MAURICIO ALEXANDRE DZIEDRICKI,294.45,14.0,2016-05-06
LAJEADO - RS,2016-05-09,0,0.5,90491,MAURICIO ALEXANDRE DZIEDRICKI,294.45,18.25,2016-05-09
"BRASILIA - DF,  BELEM - PA",2016-05-11,4,2.0,90631,MAURICIO ALEXANDRE DZIEDRICKI,1489.54,0.0,2016-05-13
TORRES - RS,2016-06-10,0,0.5,91152,MAURICIO ALEXANDRE DZIEDRICKI,294.45,7.0,2016-06-10
CURITIBA - PR,2016-08-11,2,1.0,92574,MAURICIO ALEXANDRE DZIEDRICKI,744.77,0.0,2016-08-12
MARQUES DE SOUZA - RS,2016-10-21,0,0.5,93404,MAURICIO ALEXANDRE DZIEDRICKI,294.45,54.0,2016-10-21
Barcelona - ESPANHA,2016-11-14,2,5.0,93526,MAURICIO ALEXANDRE DZIEDRICKI,7075.4,0.0,2016-11-19
BRASILIA - DF,2016-11-30,2,0.5,93856,MAURICIO ALEXANDRE DZIEDRICKI,372.39,0.0,2016-11-30
"VERANOPOLIS - RS,  NOVA PRATA - RS,  ESTRELA - RS,  MARQUES DE SOUZA - RS",2016-12-08,0,4.0,94010,MAURICIO ALEXANDRE DZIEDRICKI,2355.56,268.0,2016-12-12
TENENTE PORTELA - RS,2016-01-19,0,1.0,88286,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,50.0,2016-01-20
CONDOR - RS,2016-02-12,0,0.5,88517,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,20.0,2016-02-12
SANTA MARIA - RS,2016-02-17,0,0.5,88569,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,21.8,2016-02-17
SAO BORJA - RS,2016-02-26,0,0.5,88801,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,22.78,2016-02-26
SAO PEDRO DO SUL - RS,2016-02-27,0,0.5,88804,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,43.5,2016-02-27
CAXIAS DO SUL - RS,2016-03-04,0,0.5,88927,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,13.9,2016-03-04
NAO-ME-TOQUE - RS,2016-03-07,0,0.5,88931,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,32.0,2016-03-07
SAO VICENTE DO SUL - RS,2016-03-12,0,0.5,89084,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,33.5,2016-03-12
MANOEL VIANA - RS,2016-03-14,0,0.5,89085,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,35.0,2016-03-14
SAO PEDRO DO SUL - RS,2016-03-24,0,0.5,89374,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,37.5,2016-03-24
SAO PEDRO DO SUL - RS,2016-04-07,0,0.5,89664,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,24.4,2016-04-07
CACEQUI - RS,2016-04-08,0,0.5,89666,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,23.7,2016-04-08
SAO MIGUEL DAS MISSOES - RS,2016-04-29,0,1.0,90139,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,120.0,2016-04-30
SANTA MARIA - RS,2016-05-05,0,0.5,90311,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,19.54,2016-05-05
SANTA ROSA - RS,2016-05-06,0,0.5,90314,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,22.0,2016-05-06
MACAMBARA - RS,2016-05-12,0,0.5,90525,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,26.5,2016-05-12
SAO FRANCISCO DE ASSIS - RS,2016-05-13,0,0.5,90531,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,30.0,2016-05-13
San Ignacio Guazú - PARAGUAI,2016-05-19,0,2.0,90335,MIGUEL CONSTANTINO ROSSO BIANCHINI,2085.96,300.02,2016-05-21
FREDERICO WESTPHALEN - RS,2016-05-27,0,1.0,90819,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,90.0,2016-05-28
ITACURUBI - RS,2016-06-02,0,0.5,91005,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,19.0,2016-06-02
ALEGRETE - RS,2016-06-06,0,0.5,91010,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,32.0,2016-06-06
MANOEL VIANA - RS,2016-06-09,0,0.5,91107,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,23.0,2016-06-09
BENTO GONCALVES - RS,2016-06-16,0,0.5,91332,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,23.0,2016-06-16
QUARAI - RS,2016-06-17,0,0.5,91335,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,28.0,2016-06-17
SANTA MARIA - RS,2016-06-20,0,0.5,91651,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,16.5,2016-06-20
SAO FRANCISCO DE ASSIS - RS,2016-07-08,0,0.5,91818,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,33.0,2016-07-08
CACEQUI - RS,2016-07-14,0,0.5,91982,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,21.57,2016-07-14
PELOTAS - RS,2016-07-20,0,1.0,92120,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,90.0,2016-07-21
MANOEL VIANA - RS,2016-07-22,0,0.5,92123,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,27.0,2016-07-22
SANTANA DO LIVRAMENTO - RS,2016-07-27,0,1.0,92281,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,50.0,2016-07-28
SAO VICENTE DO SUL - RS,2016-07-29,0,0.5,92283,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,28.5,2016-07-29
ITACURUBI - RS,2016-08-04,0,0.5,92577,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,21.0,2016-08-04
CAXIAS DO SUL - RS,2016-08-18,0,0.5,92701,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,16.0,2016-08-18
SAO BORJA - RS,2016-09-08,0,0.5,92958,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,34.0,2016-09-08
MANOEL VIANA - RS,2016-09-14,0,0.5,93054,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,37.0,2016-09-14
BOSSOROCA - RS,2016-09-24,0,0.5,93137,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,17.0,2016-09-24
BENTO GONCALVES - RS,2016-09-25,0,1.0,93087,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,150.0,2016-09-26
JAGUARI - RS,2016-10-06,0,0.5,93184,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,29.0,2016-10-06
CACEQUI - RS,2016-10-07,0,0.5,93185,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,28.9,2016-10-07
ITACURUBI - RS,2016-10-13,0,0.5,93286,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,19.0,2016-10-13
GRAMADO - RS,2016-10-20,0,0.5,93358,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,50.0,2016-10-20
MANOEL VIANA - RS,2016-11-04,0,0.5,93543,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,37.0,2016-11-04
JAGUARI - RS,2016-11-18,0,0.5,93723,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,29.1,2016-11-18
CAXIAS DO SUL - RS,2016-11-21,0,0.5,93727,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,26.0,2016-11-21
