destino,ida,numpassagens,qtdiarias,requisicao,solicitante,valor,valtotal,volta
CONSTANTINA - RS,2015-08-01,0,1.5,85033,ALTEMIR ANTONIO TORTELLI,883.34,0.0,2015-08-02
SAO BERNARDO DO CAMPO - SP,2015-08-06,2,0.5,85087,ALTEMIR ANTONIO TORTELLI,372.39,0.0,2015-08-06
BAGE - RS,2015-10-09,0,1.0,86625,ALTEMIR ANTONIO TORTELLI,588.89,148.0,2015-10-10
BRASILIA - DF,2015-10-14,2,1.0,86596,ALTEMIR ANTONIO TORTELLI,744.77,0.0,2015-10-15
PASSO FUNDO - RS,2015-10-22,0,1.0,86801,ALTEMIR ANTONIO TORTELLI,588.89,169.0,2015-10-23
ATIBAIA - SP,2015-11-09,2,1.0,87172,ALTEMIR ANTONIO TORTELLI,744.77,0.0,2015-11-10
PASSO FUNDO - RS,2015-11-16,0,0.5,87305,ALTEMIR ANTONIO TORTELLI,294.45,6.0,2015-11-16
CAXIAS DO SUL - RS,2015-11-23,0,0.5,87492,ALTEMIR ANTONIO TORTELLI,294.45,21.0,2015-11-23
"ITAQUI - RS,  SAO BORJA - RS,  MACAMBARA - RS",2015-12-05,0,2.0,87818,ALTEMIR ANTONIO TORTELLI,1177.78,136.0,2015-12-07
"CARLOS BARBOSA - RS,  BENTO GONCALVES - RS,  VALE VERDE - RS",2015-02-13,0,2.5,81189,ALVARO DAVI BOESSIO,1472.23,182.0,2015-02-15
FLORES DA CUNHA - RS,2015-02-19,0,0.5,81317,ALVARO DAVI BOESSIO,294.45,22.4,2015-02-19
OSORIO - RS,2015-02-26,0,0.5,81512,ALVARO DAVI BOESSIO,294.45,23.7,2015-02-26
"ANTONIO PRADO - RS,  PICADA CAFE - RS",2015-03-06,0,1.5,81587,ALVARO DAVI BOESSIO,883.34,46.0,2015-03-07
"CASCAVEL - PR,  MARINGA - PR",2015-03-12,2,2.5,81830,ALVARO DAVI BOESSIO,1861.93,0.0,2015-03-14
SAO PAULO - SP,2015-03-17,2,2.5,81896,ALVARO DAVI BOESSIO,1861.93,0.0,2015-03-19
VERANOPOLIS - RS,2015-04-10,0,0.5,82538,ALVARO DAVI BOESSIO,294.45,17.5,2015-04-10
CIANORTE - PR,2015-04-11,4,4.5,82534,ALVARO DAVI BOESSIO,3351.47,0.0,2015-04-15
TEUTONIA - RS,2015-05-21,0,1.5,83581,ALVARO DAVI BOESSIO,883.34,87.0,2015-05-22
BRASILIA - DF,2015-05-26,2,2.5,83675,ALVARO DAVI BOESSIO,1861.93,0.0,2015-05-28
SAO FRANCISCO DE PAULA - RS,2015-05-29,0,0.5,83690,ALVARO DAVI BOESSIO,294.45,146.0,2015-05-29
VITORIA - ES,2015-06-10,2,2.5,83948,ALVARO DAVI BOESSIO,1861.93,0.0,2015-06-12
"ANTONIO PRADO - RS,  NOVA ROMA DO SUL - RS",2015-06-18,0,1.5,84102,ALVARO DAVI BOESSIO,883.34,55.0,2015-06-19
"ANTONIO PRADO - RS,  VACARIA - RS,  IPE - RS",2015-07-21,0,1.5,84954,ALVARO DAVI BOESSIO,883.34,152.01,2015-07-22
PROTASIO ALVES - RS,2015-09-18,0,1.0,86073,ALVARO DAVI BOESSIO,588.89,60.0,2015-09-19
TEUTONIA - RS,2015-10-17,0,1.0,86658,ALVARO DAVI BOESSIO,588.89,72.0,18/10/2015
BRASILIA - DF,2015-01-12,2,1.5,80957,ANA INES AFFONSO,884.22,72.12,2015-01-13
IJUI - RS,2015-01-22,0,0.5,81006,ANA INES AFFONSO,233.05,6.0,2015-01-22
PICADA CAFE - RS,2015-01-23,0,0.5,81058,ANA INES AFFONSO,233.05,8.5,2015-01-23
"TRES COROAS - RS,  ROLANTE - RS",2015-01-26,0,1.5,81059,ANA INES AFFONSO,699.15,14.99,2015-01-27
BRASILIA - DF,2015-01-01,2,1.5,80845,ANTONIO CARLOS GOMES DA SILVA,884.22,0.0,2015-01-02
"ALEGRETE - RS,  BAGE - RS,  ROSARIO DO SUL - RS",2015-04-16,0,2.5,82636,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,1472.23,259.0,2015-04-18
BRASILIA - DF,2015-05-11,2,1.5,83223,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,1117.16,65.9,2015-05-12
"SANTIAGO - RS,  SAO VICENTE DO SUL - RS",2015-05-22,0,1.5,83554,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,883.34,96.0,2015-05-23
"SAO LUIZ GONZAGA - RS,  ROQUE GONZALES - RS,  PORTO XAVIER - RS,  PORTO LUCENA - RS,  CERRO LARGO - RS,  SAO PEDRO DO BUTIA - RS,  SAO BORJA - RS,  SANTO ANTONIO DAS MISSOES - RS",2015-06-04,0,2.5,83881,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,1472.23,163.26,2015-06-06
"ALEGRETE - RS,  SANTANA DO LIVRAMENTO - RS,  ROSARIO DO SUL - RS",2015-07-02,0,1.5,84446,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,883.34,85.0,2015-07-03
BRASILIA - DF,2015-08-19,2,1.5,85399,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,1117.16,41.0,2015-08-20
SANTIAGO - RS,2015-09-26,0,0.5,86327,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,294.45,18.0,2015-09-26
SAO LUIZ GONZAGA - RS,2015-09-30,0,0.5,86478,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,294.45,0.0,2015-09-30
SAO LUIZ GONZAGA - RS,2015-10-01,0,0.5,86478,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,294.45,64.0,2015-10-01
ROSARIO DO SUL - RS,2015-10-07,0,1.0,86616,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,588.89,95.0,2015-10-08
BRASILIA - DF,2015-10-20,2,1.0,86839,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,744.77,46.05,2015-10-21
MARAU - RS,2015-11-05,0,0.5,87194,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,294.45,7.5,2015-11-05
MARAU - RS,2015-11-06,0,0.5,87195,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,294.45,33.0,2015-11-06
BRASILIA - DF,2015-11-16,3,1.0,87373,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,744.77,0.0,2015-11-17
BRASILIA - DF,2015-11-30,1,0.5,87681,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,372.39,0.0,2015-11-30
BRASILIA - DF,2015-12-01,1,1.5,87681,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,1117.16,22.4,2015-12-02
"BALNEARIO PINHAL - RS,  CIDREIRA - RS,  TRAMANDAI - RS,  IMBE - RS,  CAPAO DA CANOA - RS,  TORRES - RS",2015-02-26,0,1.5,81507,ANY MACHADO ORTIZ,883.34,68.0,2015-02-27
"VILA FLORES - RS,  CASCA - RS,  CIRIACO - RS,  NOVA ALVORADA - RS,  CAMARGO - RS,  VILA MARIA - RS,  TAPEJARA - RS,  AGUA SANTA - RS,  LAGOA VERMELHA - RS,  DAVID CANABARRO - RS,  VANINI - RS",2015-04-09,0,2.5,82528,ANY MACHADO ORTIZ,1472.23,208.78000000000003,2015-04-11
"CRUZ ALTA - RS,  SANTO ANGELO - RS,  CAIBATE - RS,  SANTA ROSA - RS,  PASSO FUNDO - RS,  ERECHIM - RS",2015-04-30,0,0.5,83019,ANY MACHADO ORTIZ,294.45,145.75,2015-04-30
"CRUZ ALTA - RS,  SANTO ANGELO - RS,  CAIBATE - RS,  SANTA ROSA - RS,  PASSO FUNDO - RS,  ERECHIM - RS",2015-05-01,0,2.0,83019,ANY MACHADO ORTIZ,1177.78,252.0,2015-05-02
"SERTAO - RS,  GETULIO VARGAS - RS,  EREBANGO - RS,  QUATRO IRMAOS - RS,  PAULO BENTO - RS,  ERECHIM - RS,  BARAO DE COTEGIPE - RS,  SAO VALENTIM - RS,  BENJAMIN CONSTANT DO SUL - RS,  FAXINALZINHO - RS,  ERVAL GRANDE - RS,  GRAMADO DOS LOUREIROS - RS,  NONOAI - RS,  COXILHA - RS",2015-05-14,0,1.5,83421,ANY MACHADO ORTIZ,883.34,255.0,2015-05-15
BRASILIA - DF,2015-05-26,2,2.5,83684,ANY MACHADO ORTIZ,1861.93,336.03999999999996,2015-05-28
"CAMAQUA - RS,  PELOTAS - RS,  JAGUARAO - RS",2015-06-25,0,2.5,84254,ANY MACHADO ORTIZ,1472.23,351.19,2015-06-27
XANGRI-LA - RS,2015-07-10,0,0.5,84565,ANY MACHADO ORTIZ,294.45,28.0,2015-07-10
"PALMEIRA DAS MISSOES - RS,  MIRAGUAI - RS,  HORIZONTINA - RS,  SANTA ROSA - RS,  CANDIDO GODOI - RS,  PORTO VERA CRUZ - RS,  ALECRIM - RS,  SANTO ANGELO - RS",2015-08-14,0,2.5,85350,ANY MACHADO ORTIZ,1472.23,337.0,2015-08-16
"SAO GABRIEL - RS,  SANTANA DO LIVRAMENTO - RS,  QUARAI - RS,  ROSARIO DO SUL - RS",2015-08-20,0,1.5,85471,ANY MACHADO ORTIZ,883.34,180.9,2015-08-21
"NOVO XINGU - RS,  ENGENHO VELHO - RS,  LAJEADO DO BUGRE - RS,  BOA VISTA DAS MISSOES - RS,  TAQUARUCU DO SUL - RS,  SEBERI - RS,  CERRO GRANDE - RS,  NOVO TIRADENTES - RS,  PINHAL - RS,  AMETISTA DO SUL - RS,  ALPESTRE - RS",2015-08-27,0,2.5,85641,ANY MACHADO ORTIZ,1472.23,328.5,2015-08-29
"BRASILIA - DF,  RIO DE JANEIRO - RJ",2015-09-02,3,2.0,85822,ANY MACHADO ORTIZ,1489.54,0.0,2015-09-04
"PASSO FUNDO - RS,  TAPEJARA - RS,  MACHADINHO - RS",2015-09-04,0,0.5,85829,ANY MACHADO ORTIZ,294.45,23.75,2015-09-04
BRASILIA - DF,2015-10-14,2,0.5,86594,ANY MACHADO ORTIZ,372.39,119.0,2015-10-14
"DOIS LAJEADOS - RS,  BARRACAO - RS,  TUPANCI DO SUL - RS,  SANTO EXPEDITO DO SUL - RS,  TAPEJARA - RS,  CASCA - RS",2015-10-23,0,0.5,86872,ANY MACHADO ORTIZ,294.45,41.5,2015-10-23
PINHEIRO MACHADO - RS,2015-01-29,0,1.5,81083,CIRO CARLOS EMERIM SIMONI,883.34,35.0,2015-01-30
BRASILIA - DF,2015-02-22,3,1.5,81373,CIRO CARLOS EMERIM SIMONI,1117.16,0.0,2015-02-23
VITORIA - ES,2015-03-08,4,1.5,81698,CIRO CARLOS EMERIM SIMONI,1117.16,0.0,2015-03-09
"Atlanta - ESTADOS UNIDOS DA AMERICA,  Denver - ESTADOS UNIDOS DA AMERICA",2015-04-17,6,8.5,82809,CIRO CARLOS EMERIM SIMONI,9838.58,0.0,2015-04-25
VITORIA - ES,2015-05-10,3,1.5,83173,CIRO CARLOS EMERIM SIMONI,1117.16,0.0,2015-05-11
BRASILIA - DF,2015-05-21,2,0.5,83563,CIRO CARLOS EMERIM SIMONI,372.39,0.0,2015-05-21
"ARROIO GRANDE - RS,  JAGUARAO - RS",2015-05-22,0,1.5,83696,CIRO CARLOS EMERIM SIMONI,883.34,130.81,2015-05-23
VITORIA - ES,2015-06-10,4,2.5,84043,CIRO CARLOS EMERIM SIMONI,1861.93,0.0,2015-06-12
"MOSTARDAS - RS,  SAO JOSE DO NORTE - RS,  TAVARES - RS",2015-06-19,0,1.5,84128,CIRO CARLOS EMERIM SIMONI,883.34,160.0,2015-06-20
"SANTANA DO LIVRAMENTO - RS,  ALEGRETE - RS,  QUARAI - RS",2015-06-27,0,0.5,84284,CIRO CARLOS EMERIM SIMONI,294.45,35.0,2015-06-27
BRASILIA - DF,2015-06-30,1,0.5,84398,CIRO CARLOS EMERIM SIMONI,372.39,0.0,2015-06-30
BRASILIA - DF,2015-07-01,1,1.0,84398,CIRO CARLOS EMERIM SIMONI,744.77,0.0,2015-07-01
BRASILIA - DF,2015-07-09,2,1.5,84602,CIRO CARLOS EMERIM SIMONI,1117.16,0.0,2015-07-10
"detroit - ESTADOS UNIDOS DA AMERICA, seatlle - ESTADOS UNIDOS DA AMERICA.",2015-07-31,1,0.5,85182,CIRO CARLOS EMERIM SIMONI,696.4,0.0,2015-07-31
"detroit - ESTADOS UNIDOS DA AMERICA, seatlle - ESTADOS UNIDOS DA AMERICA.",2015-08-01,2,1.0,85182,CIRO CARLOS EMERIM SIMONI,1392.8,0.0,2015-08-01
"Detroit - ESTADOS UNIDOS DA AMERICA, Seattle - ESTADOS UNIDOS DA AMERICA, vancouver - CANADA.",2015-08-02,3,7.5,85188*,CIRO CARLOS EMERIM SIMONI,5585.78,0.0,2015-08-09
CACAPAVA DO SUL - RS,2015-09-04,0,0.5,85734,CIRO CARLOS EMERIM SIMONI,294.45,33.0,2015-09-04
CARAZINHO - RS,2015-09-12,0,0.5,85892,CIRO CARLOS EMERIM SIMONI,294.45,46.0,2015-09-12
SANTANA DO LIVRAMENTO - RS,2015-09-23,0,2.0,86290,CIRO CARLOS EMERIM SIMONI,1177.78,190.0,2015-09-25
FOZ DO IGUACU - PR,2015-10-15,2,1.0,86316,CIRO CARLOS EMERIM SIMONI,744.77,0.0,2015-10-16
PALMAS - TO,2015-11-18,5,1.0,87467,CIRO CARLOS EMERIM SIMONI,744.77,0.0,2015-11-19
La Serena - CHILE.,2015-11-25,6,3.0,87629*,CIRO CARLOS EMERIM SIMONI,2234.31,0.0,2015-11-28
BRASILIA - DF,2015-12-04,2,1.0,87470,CIRO CARLOS EMERIM SIMONI,744.77,0.0,2015-12-05
"TRAMANDAI - RS,  IMBE - RS,  OSORIO - RS,  TERRA DE AREIA - RS,  TRES CACHOEIRAS - RS",2015-01-20,0,6.5,81048,DANIEL LUIZ BORDIGNON,3029.65,174.48,2015-01-26
FONTOURA XAVIER - RS,2015-02-02,0,0.5,81079,DIOGENES LUIZ BASEGIO,233.05,17.0,2015-02-02
VACARIA - RS,2015-02-21,0,0.5,81343,DIOGENES LUIZ BASEGIO,294.45,5.48,2015-02-21
"LAGOA VERMELHA - RS,  CARAZINHO - RS",2015-03-01,0,1.5,81468,DIOGENES LUIZ BASEGIO,883.34,29.0,2015-03-02
POUSO NOVO - RS,2015-03-09,0,0.5,81586,DIOGENES LUIZ BASEGIO,294.45,36.5,2015-03-09
TIO HUGO - RS,2015-03-13,0,0.5,81935,DIOGENES LUIZ BASEGIO,294.45,8.0,2015-03-13
"COXILHA - RS,  MARQUES DE SOUZA - RS",2015-03-15,0,1.5,81985,DIOGENES LUIZ BASEGIO,883.34,36.0,2015-03-16
POUSO NOVO - RS,2015-04-06,0,0.5,82277,DIOGENES LUIZ BASEGIO,294.45,22.5,2015-04-06
"ERECHIM - RS,  MATO CASTELHANO - RS",2015-04-24,0,1.5,82775,DIOGENES LUIZ BASEGIO,883.34,18.5,2015-04-25
FONTOURA XAVIER - RS,2015-04-27,0,0.5,82763,DIOGENES LUIZ BASEGIO,294.45,29.0,2015-04-27
MAMPITUBA - RS,2015-02-18,0,1.5,81304,EDSON MEURER BRUM,883.34,100.0,2015-02-19
BRASILIA - DF,2015-02-24,2,1.5,81386,EDSON MEURER BRUM,1117.16,0.0,2015-02-25
"GRAMADO XAVIER - RS,  LAGOA BONITA DO SUL - RS,  CARAZINHO - RS,  NAO-ME-TOQUE - RS,  VICTOR GRAEFF - RS",2015-03-08,0,1.5,81645,EDSON MEURER BRUM,883.34,257.5,2015-03-09
"ILOPOLIS - RS,  MUCUM - RS,  ARROIO DO MEIO - RS",2015-03-13,0,2.5,81846,EDSON MEURER BRUM,1472.23,265.0,2015-03-15
"GRAMADO XAVIER - RS,  ACEGUA - RS",2015-04-11,0,1.5,82462,EDSON MEURER BRUM,883.34,119.7,2015-04-12
VALE DO SOL - RS,2015-04-29,0,0.5,83006,EDSON MEURER BRUM,294.45,4.8,2015-04-29
IMIGRANTE - RS,2015-04-30,0,0.5,83005,EDSON MEURER BRUM,294.45,10.0,2015-04-30
"SANTO ANGELO - RS,  TRES DE MAIO - RS,  FAXINAL DO SOTURNO - RS,  VENANCIO AIRES - RS",2015-05-01,0,1.5,82999,EDSON MEURER BRUM,883.34,158.0,2015-05-02
"CHUVISCA - RS,  CAMAQUA - RS",2015-05-03,0,1.5,83000,EDSON MEURER BRUM,883.34,162.0,2015-05-04
"TORRES - RS,  MAMPITUBA - RS,  SEGREDO - RS,  RIO GRANDE - RS",2015-05-08,0,3.5,83231,EDSON MEURER BRUM,2061.12,236.25,2015-05-11
"CAXIAS DO SUL - RS,  FARROUPILHA - RS,  CARLOS BARBOSA - RS",2015-05-19,0,1.5,83455,EDSON MEURER BRUM,883.34,183.0,2015-05-20
"FREDERICO WESTPHALEN - RS,  SEBERI - RS,  VISTA ALEGRE - RS,  TAQUARUCU DO SUL - RS",2015-05-22,0,1.5,83501,EDSON MEURER BRUM,883.34,160.0,2015-05-23
BRASILIA - DF,2015-05-26,2,2.5,83619,EDSON MEURER BRUM,1861.93,0.0,2015-05-28
"LAJEADO - RS,  ESTRELA - RS",2015-06-28,0,1.5,84283,EDSON MEURER BRUM,883.34,198.0,2015-06-29
SAO BORJA - RS,2015-07-03,0,1.5,84465,EDSON MEURER BRUM,883.34,80.0,2015-07-04
TRAMANDAI - RS,2015-07-11,0,0.5,84658,EDSON MEURER BRUM,294.45,25.0,2015-07-11
CACHOEIRA DO SUL - RS,2015-08-02,0,1.5,85015,EDSON MEURER BRUM,883.34,60.0,2015-08-03
"PALMITINHO - RS,  BAGE - RS,  SAO GABRIEL - RS,  JAGUARI - RS",2015-08-14,0,2.5,85258,EDSON MEURER BRUM,1472.23,129.0,2015-08-16
BRASILIA - DF,2015-08-18,2,1.5,85325,EDSON MEURER BRUM,1117.16,0.0,2015-08-19
SAO PAULO - SP,2015-08-23,1,1.5,85493,EDSON MEURER BRUM,1117.16,0.0,2015-08-24
BRASILIA - DF,2015-09-02,2,0.5,85724,EDSON MEURER BRUM,372.39,0.0,2015-09-02
BENTO GONCALVES - RS,2015-09-10,0,1.0,85948,EDSON MEURER BRUM,588.89,175.1,2015-09-11
"ANTA GORDA - RS,  MUCUM - RS",2015-09-18,0,1.0,86029,EDSON MEURER BRUM,588.89,120.0,2015-09-19
CAMAQUA - RS,2015-10-03,0,0.5,86530,EDSON MEURER BRUM,294.45,22.52,2015-10-03
BRASILIA - DF,2015-10-13,2,1.0,86365,EDSON MEURER BRUM,744.77,0.0,2015-10-14
BRASILIA - DF,2015-10-13,2,-0.5,86365,EDSON MEURER BRUM,-372.39,0.0,2015-10-14
SINIMBU - RS,2015-11-14,0,0.5,87296,EDSON MEURER BRUM,294.45,28.0,2015-11-14
"TAPEJARA - RS,  SEBERI - RS,  FREDERICO WESTPHALEN - RS,  TENENTE PORTELA - RS",2015-11-27,0,1.0,87592,EDSON MEURER BRUM,588.89,180.0,2015-11-28
CAPAO DA CANOA - RS,2015-02-25,0,0.5,81488,EDUARDO DEBACCO LOUREIRO,294.45,0.0,2015-02-25
GIRUA - RS,2015-02-28,0,0.5,81492,EDUARDO DEBACCO LOUREIRO,294.45,0.0,2015-02-28
SAO BORJA - RS,2015-03-01,0,0.5,81493,EDUARDO DEBACCO LOUREIRO,294.45,0.0,2015-03-01
"SAO FRANCISCO DE ASSIS - RS,  SANTIAGO - RS,  SANTA MARIA - RS,  CRUZ ALTA - RS",2015-03-12,0,1.5,81822,EDUARDO DEBACCO LOUREIRO,883.34,86.0,2015-03-13
CERRO LARGO - RS,2015-03-20,0,0.5,82032,EDUARDO DEBACCO LOUREIRO,294.45,221.44,2015-03-20
IJUI - RS,2015-03-21,0,0.5,82046,EDUARDO DEBACCO LOUREIRO,294.45,0.0,2015-03-21
PASSO FUNDO - RS,2015-03-26,0,0.5,82189,EDUARDO DEBACCO LOUREIRO,294.45,0.0,2015-03-26
"SANTA ROSA - RS,  SANTO CRISTO - RS,  TRES PASSOS - RS,  PALMEIRA DAS MISSOES - RS",2015-04-17,0,1.5,82684,EDUARDO DEBACCO LOUREIRO,883.34,327.0,2015-04-18
TRES DE MAIO - RS,2015-04-25,0,0.5,82833,EDUARDO DEBACCO LOUREIRO,294.45,0.0,2015-04-25
BRASILIA - DF,2015-05-25,2,2.5,83589,EDUARDO DEBACCO LOUREIRO,1861.93,0.0,2015-05-27
SANTA ROSA - RS,2015-06-26,0,0.5,84318,EDUARDO DEBACCO LOUREIRO,294.45,27.0,2015-06-26
SAO BORJA - RS,2015-07-02,0,1.5,84481,EDUARDO DEBACCO LOUREIRO,883.34,211.0,2015-07-03
BRASILIA - DF,2015-07-07,2,1.5,84496,EDUARDO DEBACCO LOUREIRO,1117.16,354.2,2015-07-08
"PELOTAS - RS,  SANTANA DO LIVRAMENTO - RS",2015-07-09,0,1.5,84721,EDUARDO DEBACCO LOUREIRO,883.34,198.51,2015-07-10
BRASILIA - DF,2015-08-19,2,1.5,85477,EDUARDO DEBACCO LOUREIRO,1117.16,398.2,2015-08-20
"SANTA ROSA - RS,  PALMEIRA DAS MISSOES - RS",2015-08-21,0,0.5,85481,EDUARDO DEBACCO LOUREIRO,294.45,28.35,2015-08-21
"SALTO DO JACUI - RS,  JACUIZINHO - RS,  CAMPOS BORGES - RS,  ALTO ALEGRE - RS,  BARROS CASSAL - RS,  TIO HUGO - RS,  ESPUMOSO - RS,  FORTALEZA DOS VALOS - RS",2015-08-26,0,2.5,85643,EDUARDO DEBACCO LOUREIRO,1472.23,195.0,2015-08-28
"IBIRAPUITA - RS,  ERNESTINA - RS,  IBIRUBA - RS,  TAPERA - RS,  NAO-ME-TOQUE - RS,  ALMIRANTE TAMANDARE DO SUL - RS,  CHAPADA - RS,  CONSTANTINA - RS,  SARANDI - RS,  TRINDADE DO SUL - RS",2015-10-28,0,2.0,87030,EDUARDO DEBACCO LOUREIRO,1177.78,298.0,2015-10-30
"SAO BORJA - RS,  SAO LUIZ GONZAGA - RS",2015-11-05,0,1.0,87176,EDUARDO DEBACCO LOUREIRO,588.89,180.0,2015-11-06
BRASILIA - DF,2015-11-11,2,1.0,87286,EDUARDO DEBACCO LOUREIRO,744.77,0.0,2015-11-12
"GUAPORE - RS,  DOIS LAJEADOS - RS,  ILOPOLIS - RS,  PUTINGA - RS,  ESPUMOSO - RS",2015-11-19,0,2.0,87537,EDUARDO DEBACCO LOUREIRO,1177.78,219.0,2015-11-21
"TIO HUGO - RS,  IJUI - RS",2015-11-26,0,1.0,87712,EDUARDO DEBACCO LOUREIRO,588.89,175.0,2015-11-27
BRASILIA - DF,2015-02-09,2,1.5,81153,ELTON ROBERTO WEBER,1117.16,0.0,2015-02-10
GUARANI DAS MISSOES - RS,2015-02-19,0,1.5,81283,ELTON ROBERTO WEBER,883.34,184.5,2015-02-20
SAO PAULO - SP,2015-03-02,2,0.5,81480,ELTON ROBERTO WEBER,372.39,0.0,2015-03-02
RIO PARDO - RS,2015-03-06,0,0.5,81689,ELTON ROBERTO WEBER,294.45,111.51,2015-03-06
NAO-ME-TOQUE - RS,2015-03-09,0,0.5,81696,ELTON ROBERTO WEBER,294.45,28.0,2015-03-09
RIO PARDO - RS,2015-03-24,0,0.5,81995,ELTON ROBERTO WEBER,294.45,96.5,2015-03-24
"CRUZ ALTA - RS,  ARROIO DO MEIO - RS",2015-03-27,0,1.5,82107,ELTON ROBERTO WEBER,883.34,97.0,2015-03-28
BRASILIA - DF,2015-04-07,2,1.5,82334,ELTON ROBERTO WEBER,1117.16,0.0,2015-04-08
GARIBALDI - RS,2015-04-23,0,0.5,82799,ELTON ROBERTO WEBER,294.45,22.0,2015-04-23
SERAFINA CORREA - RS,2015-04-25,0,0.5,82801,ELTON ROBERTO WEBER,294.45,17.0,2015-04-25
SALVADOR DO SUL - RS,2015-05-04,0,0.5,82952,ELTON ROBERTO WEBER,294.45,18.9,2015-05-04
SAO LUIZ GONZAGA - RS,2015-05-06,0,1.5,83166,ELTON ROBERTO WEBER,883.34,80.0,2015-05-07
SEGREDO - RS,2015-05-08,0,0.5,83167,ELTON ROBERTO WEBER,294.45,12.0,2015-05-08
CAMAQUA - RS,2015-05-15,0,0.5,83375,ELTON ROBERTO WEBER,294.45,12.0,2015-05-15
SANTA MARIA - RS,2015-05-20,0,0.5,83435,ELTON ROBERTO WEBER,294.45,7.0,2015-05-20
COTIPORA - RS,2015-05-23,0,0.5,83515,ELTON ROBERTO WEBER,294.45,176.6,2015-05-23
BRASILIA - DF,2015-05-25,2,2.5,83611,ELTON ROBERTO WEBER,1861.93,19.26,2015-05-27
"SANTA CLARA DO SUL - RS,  ENCANTADO - RS",2015-06-01,0,0.5,83718,ELTON ROBERTO WEBER,294.45,161.98,2015-06-01
"SANTA MARIA - RS,  RESTINGA SECA - RS",2015-06-08,0,0.5,83819,ELTON ROBERTO WEBER,294.45,20.0,2015-06-08
WESTFALIA - RS,2015-06-12,0,0.5,83912,ELTON ROBERTO WEBER,294.45,19.0,2015-06-12
NOVA PRATA - RS,2015-06-22,0,0.5,84194,ELTON ROBERTO WEBER,294.45,21.93,2015-06-22
SANTA MARIA - RS,2015-06-25,0,1.5,84273,ELTON ROBERTO WEBER,883.34,70.0,2015-06-26
TEUTONIA - RS,2015-06-29,0,0.5,84286,ELTON ROBERTO WEBER,294.45,19.0,2015-06-29
"PASSO FUNDO - RS,  COQUEIROS DO SUL - RS",2015-07-06,0,0.5,84403,ELTON ROBERTO WEBER,294.45,11.5,2015-07-06
QUINZE DE NOVEMBRO - RS,2015-07-11,0,0.5,84571,ELTON ROBERTO WEBER,294.45,10.0,2015-07-11
"CACHOEIRA DO SUL - RS,  VENANCIO AIRES - RS,  SANTA CRUZ DO SUL - RS,  VERA CRUZ - RS,  CANDELARIA - RS,  SANTA MARIA - RS,  MATA - RS,  JAGUARI - RS,  SANTIAGO - RS",2015-07-22,0,1.5,84859,ELTON ROBERTO WEBER,883.34,90.0,2015-07-23
"SAO VALENTIM DO SUL - RS,  ENCANTADO - RS,  GUAPORE - RS,  ANTA GORDA - RS,  NAO-ME-TOQUE - RS,  COLORADO - RS,  IBIRUBA - RS,  CANDIDO GODOI - RS,  CAMPINA DAS MISSOES - RS,  ROQUE GONZALES - RS,  SALVADOR DAS MISSOES - RS,  SELBACH - RS",2015-07-29,0,2.5,85024,ELTON ROBERTO WEBER,1472.23,203.5,2015-07-31
"SANTO ANGELO - RS,  IJUI - RS",2015-08-03,0,0.5,85028,ELTON ROBERTO WEBER,294.45,6.0,2015-08-03
BRASILIA - DF,2015-08-11,3,1.5,85200,ELTON ROBERTO WEBER,1117.16,20.51,2015-08-12
FLORIANOPOLIS - SC,2015-08-19,2,1.5,85432,ELTON ROBERTO WEBER,1117.16,248.4,2015-08-20
BRASILIA - DF,2015-08-25,2,0.5,85489,ELTON ROBERTO WEBER,372.39,21.86,2015-08-25
SANTA CRUZ DO SUL - RS,2015-08-28,0,0.5,85799,ELTON ROBERTO WEBER,294.45,20.0,2015-08-28
LAGOA VERMELHA - RS,2015-09-11,0,0.5,85997,ELTON ROBERTO WEBER,294.45,15.0,2015-09-11
PELOTAS - RS,2015-09-14,0,0.5,85998,ELTON ROBERTO WEBER,294.45,22.5,2015-09-14
SANTA CRUZ DO SUL - RS,2015-09-18,0,0.5,86183,ELTON ROBERTO WEBER,294.45,29.6,2015-09-18
OSORIO - RS,2015-10-05,0,0.5,86432,ELTON ROBERTO WEBER,294.45,21.5,2015-10-05
BRASILIA - DF,2015-10-13,1,0.5,86569,ELTON ROBERTO WEBER,372.39,0.0,2015-10-13
BRASILIA - DF,2015-10-14,1,0.5,86569,ELTON ROBERTO WEBER,372.39,16.56,2015-10-14
